SHEF_A,1,2,3,4,5,6,7,8,9,10
Shopping Trolley,190.0,31.0,,,,,,,,
Skips,,,,,,1.0,3.0,4.0,,
Spillage on Road,46.0,54.0,26.0,24.0,50.0,35.0,32.0,32.0,32.0,56.0
Street Cleaning,2589.0,5447.0,5269.0,3448.0,1138.0,733.0,590.0,569.0,542.0,408.0
Street Furniture,147.0,226.0,191.0,216.0,157.0,157.0,174.0,180.0,150.0,88.0
Street Lights,3331.0,3508.0,4468.0,3980.0,3876.0,3373.0,4488.0,4721.0,4150.0,3216.0
Street Name Plates,121.0,142.0,193.0,151.0,165.0,163.0,212.0,229.0,213.0,144.0
Street Signs,2242.0,1000.0,1048.0,979.0,1019.0,1116.0,1304.0,1336.0,1155.0,1185.0
Trade Waste,65.0,10.0,,,,,,,,2.0
Traffic Lights,173.0,375.0,536.0,384.0,351.0,323.0,284.0,346.0,334.0,218.0
Trees and Hedges RoW,42.0,47.0,97.0,123.0,110.0,210.0,206.0,179.0,57.0,32.0
Trees on RoW,5.0,3.0,40.0,51.0,46.0,14.0,17.0,36.0,15.0,11.0
Trip Hazard,2.0,11.0,67.0,82.0,122.0,95.0,172.0,204.0,243.0,159.0
Utility Works,44.0,51.0,116.0,136.0,140.0,133.0,184.0,110.0,64.0,5.0
Vehicle Access,,,2.0,,2.0,8.0,3.0,2.0,1.0,1.0
Zebra Crossing,,,1.0,,1.0,9.0,12.0,5.0,12.0,1.0
