SHEF_A,1,2,3,4,5,6,7,8,9,10
Potholes,1665.0,2949.0,3846.0,4560.0,5348.0,5675.0,6649.0,8459.0,14317.0,28966.0
Property Damage,,,,1.0,,,,,,2.0
Protected Trees,,1.0,,,,,1.0,,,
Public Toilets,10.0,11.0,9.0,10.0,27.0,11.0,20.0,9.0,13.0,9.0
Recycling,47.0,12.0,13.0,15.0,10.0,3.0,,20.0,3.0,
Retaining Wall,18.0,12.0,3.0,8.0,3.0,17.0,7.0,5.0,1.0,3.0
Right of Way,43.0,204.0,250.0,150.0,176.0,187.0,170.0,229.0,188.0,894.0
Road Markings,79.0,222.0,279.0,252.0,441.0,365.0,468.0,560.0,1035.0,1513.0
Road Safety,,,3.0,6.0,5.0,9.0,10.0,11.0,22.0,101.0
Road Surface Defects,565.0,1664.0,1156.0,2260.0,1520.0,2250.0,2065.0,1919.0,3415.0,4148.0
Road Works,126.0,93.0,157.0,143.0,148.0,193.0,201.0,251.0,561.0,509.0
Road/Pavement Defects,10.0,68.0,71.0,63.0,75.0,103.0,88.0,70.0,102.0,104.0
Rubbish,1693.0,1646.0,992.0,878.0,932.0,774.0,827.0,829.0,766.0,726.0
Salt Bins,,,1.0,1.0,,,2.0,4.0,3.0,9.0
Shopping Trolley,117.0,58.0,22.0,19.0,,4.0,1.0,,,
Skips,,1.0,1.0,1.0,1.0,2.0,,,,2.0
Spillage on Road,15.0,46.0,25.0,35.0,25.0,25.0,23.0,36.0,67.0,90.0
Street Cleaning,2209.0,4027.0,2555.0,2686.0,2123.0,2151.0,1540.0,1503.0,1724.0,775.0
Street Furniture,122.0,198.0,156.0,154.0,139.0,196.0,174.0,179.0,215.0,153.0
Street Lights,2555.0,3632.0,3811.0,4538.0,4047.0,4482.0,4805.0,4763.0,4987.0,3778.0
Street Name Plates,83.0,140.0,155.0,160.0,191.0,197.0,168.0,215.0,246.0,240.0
Street Signs,1317.0,825.0,832.0,765.0,892.0,1036.0,1218.0,1240.0,1768.0,2797.0
Trade Waste,27.0,24.0,12.0,4.0,,4.0,6.0,,,
Traffic Lights,98.0,220.0,257.0,299.0,335.0,439.0,503.0,460.0,626.0,374.0
Trees and Hedges RoW,17.0,29.0,49.0,78.0,109.0,125.0,112.0,104.0,190.0,290.0
Trees on RoW,,21.0,28.0,35.0,33.0,24.0,19.0,33.0,20.0,25.0
Trip Hazard,2.0,17.0,35.0,54.0,84.0,94.0,154.0,157.0,202.0,358.0
Utility Works,58.0,126.0,99.0,118.0,56.0,112.0,74.0,83.0,171.0,86.0
Vehicle Access,,,1.0,1.0,,4.0,3.0,2.0,3.0,5.0
Verge Damage,2.0,14.0,40.0,52.0,58.0,40.0,32.0,63.0,88.0,153.0
Zebra Crossing,,1.0,,1.0,4.0,8.0,9.0,5.0,11.0,2.0
