SHEF_A,1,2,3,4,5,6,7,8,9,10
Gates/Stiles RoW,,5.0,2.0,7.0,7.0,14.0,45.0,64.0,106.0,
General Highways Enquiries,49.0,84.0,178.0,122.0,154.0,123.0,120.0,164.0,145.0,325.0
Graffiti,181.0,325.0,502.0,470.0,723.0,627.0,690.0,1143.0,1614.0,4161.0
Grass/Weed Control,53.0,199.0,323.0,330.0,356.0,465.0,548.0,699.0,741.0,604.0
Grids and Drains,15.0,5.0,5.0,17.0,21.0,17.0,13.0,6.0,16.0,49.0
Grit Bins,6.0,10.0,17.0,30.0,15.0,35.0,29.0,19.0,10.0,22.0
Gritting,3.0,,,1.0,1.0,2.0,1.0,2.0,,
Grounds Maintenance,,,,,,,,3.0,1.0,1.0
Gullies,157.0,180.0,200.0,181.0,173.0,185.0,391.0,480.0,597.0,903.0
Gully/Manhole Defects,13.0,32.0,51.0,37.0,51.0,47.0,53.0,100.0,157.0,118.0
Highway Condition,698.0,787.0,1103.0,1239.0,1418.0,1610.0,1727.0,2061.0,2279.0,2187.0
Highway Drainage,,2.0,1.0,,10.0,7.0,6.0,9.0,8.0,11.0
Ice & Snow,1.0,3.0,3.0,7.0,7.0,9.0,9.0,7.0,21.0,13.0
Leafing,,10.0,18.0,22.0,20.0,36.0,36.0,34.0,30.0,165.0
Lewisham Homes,,1.0,24.0,13.0,18.0,60.0,4.0,25.0,23.0,14.0
Litter/Litter Bin,40.0,149.0,415.0,343.0,384.0,417.0,535.0,531.0,686.0,2893.0
Manhole Covers,93.0,150.0,268.0,324.0,332.0,286.0,343.0,331.0,339.0,410.0
Manhole Defects,,5.0,15.0,3.0,14.0,6.0,13.0,12.0,5.0,20.0
Missed Bin Collection,,11.0,27.0,29.0,36.0,108.0,60.0,90.0,79.0,81.0
Noise,2.0,,2.0,1.0,,,1.0,2.0,,
Obstruction,388.0,593.0,850.0,768.0,681.0,782.0,670.0,669.0,515.0,736.0
Open Spaces/Parks,358.0,611.0,826.0,694.0,735.0,860.0,746.0,898.0,787.0,646.0
Other,1428.0,1715.0,2162.0,2196.0,2332.0,2309.0,2351.0,2421.0,2440.0,2732.0
Overgrown Vegetation,507.0,880.0,1197.0,1283.0,1342.0,1768.0,2193.0,2154.0,1856.0,1550.0
Parking,815.0,881.0,934.0,964.0,922.0,859.0,1112.0,996.0,1097.0,1031.0
Pavement /Footway Defects,1258.0,1748.0,2649.0,3181.0,2781.0,2805.0,2797.0,3108.0,3489.0,4210.0
Pest Control,,,,,,,,,,1.0
Phoenix HA,,9.0,10.0,11.0,1.0,,,,,
Potholes,3172.0,4385.0,5036.0,5778.0,6416.0,8297.0,10111.0,11803.0,12515.0,8674.0
Property Damage,,,,,,1.0,,,2.0,
Protected Trees,,,1.0,,,,1.0,,,
Public Toilets,1.0,10.0,8.0,29.0,5.0,5.0,8.0,12.0,11.0,24.0
Recycling,3.0,20.0,3.0,9.0,4.0,9.0,12.0,4.0,8.0,51.0
Retaining Wall,7.0,2.0,10.0,2.0,6.0,5.0,7.0,6.0,6.0,26.0
Right of Way,193.0,164.0,216.0,369.0,342.0,174.0,176.0,374.0,320.0,163.0
Road Markings,196.0,267.0,432.0,434.0,475.0,647.0,667.0,816.0,725.0,555.0
Road Safety,4.0,18.0,21.0,17.0,18.0,23.0,28.0,24.0,11.0,3.0
Road Surface Defects,500.0,891.0,1647.0,1355.0,1736.0,2093.0,2523.0,3722.0,3178.0,3317.0
Road Works,50.0,109.0,257.0,300.0,223.0,281.0,316.0,227.0,289.0,330.0
Road/Pavement Defects,3.0,30.0,98.0,130.0,97.0,75.0,83.0,72.0,113.0,53.0
Rubbish,985.0,857.0,859.0,832.0,849.0,802.0,700.0,936.0,956.0,1307.0
Salt Bins,,,2.0,,,,1.0,8.0,6.0,3.0
Shopping Trolley,8.0,5.0,21.0,23.0,16.0,30.0,62.0,19.0,27.0,10.0
Skips,,,,1.0,2.0,,,3.0,,2.0
Spillage on Road,10.0,19.0,38.0,45.0,43.0,64.0,50.0,49.0,30.0,39.0
Street Cleaning,805.0,1615.0,2359.0,1869.0,2094.0,1910.0,2280.0,2589.0,2749.0,2463.0
Street Furniture,77.0,109.0,190.0,244.0,196.0,171.0,212.0,159.0,158.0,170.0
Street Lights,2365.0,2666.0,3055.0,3109.0,3308.0,3737.0,4722.0,4821.0,4892.0,6436.0
Street Name Plates,102.0,117.0,170.0,140.0,157.0,186.0,180.0,214.0,249.0,218.0
Street Signs,388.0,500.0,741.0,865.0,939.0,1059.0,1375.0,1611.0,2184.0,2722.0
Trade Waste,,2.0,,8.0,3.0,11.0,6.0,11.0,20.0,16.0
Traffic Lights,189.0,186.0,248.0,274.0,299.0,318.0,435.0,440.0,456.0,479.0
Trees and Hedges RoW,12.0,51.0,65.0,75.0,100.0,82.0,88.0,189.0,244.0,197.0
Trees on RoW,,17.0,27.0,42.0,29.0,19.0,23.0,25.0,36.0,20.0
Trip Hazard,109.0,112.0,141.0,144.0,112.0,189.0,135.0,126.0,65.0,24.0
Utility Works,18.0,53.0,119.0,178.0,148.0,143.0,123.0,89.0,45.0,67.0
Vehicle Access,,2.0,1.0,1.0,5.0,2.0,4.0,3.0,,1.0
Zebra Crossing,1.0,6.0,3.0,1.0,3.0,,6.0,3.0,6.0,12.0
