SHEF_A,1,2,3,4,5,6,7,8,9,10
Fly-tipping,9998.0,13928.0,16284.0,11863.0,12756.0,7206.0,6671.0,4843.0,3282.0,3274.0
Flyposting,110.0,82.0,115.0,101.0,119.0,76.0,89.0,79.0,86.0,99.0
Garden Waste,8.0,31.0,43.0,48.0,55.0,33.0,34.0,13.0,11.0,
Gates/Stiles RoW,,1.0,13.0,9.0,24.0,13.0,42.0,31.0,64.0,53.0
General Highways Enquiries,195.0,233.0,207.0,214.0,175.0,105.0,120.0,90.0,80.0,45.0
Graffiti,1205.0,1258.0,1344.0,1297.0,1708.0,1242.0,889.0,769.0,446.0,278.0
Grass/Weed Control,92.0,236.0,245.0,271.0,374.0,388.0,458.0,622.0,667.0,965.0
Grids and Drains,16.0,26.0,10.0,11.0,21.0,37.0,6.0,25.0,7.0,5.0
Grit Bins,15.0,15.0,18.0,8.0,11.0,9.0,15.0,14.0,38.0,50.0
Gritting,1.0,3.0,3.0,,2.0,1.0,,,,
Grounds Maintenance,,,,,1.0,1.0,1.0,1.0,1.0,
Gullies,427.0,356.0,290.0,267.0,242.0,208.0,245.0,367.0,607.0,438.0
Gully/Manhole Defects,26.0,39.0,57.0,68.0,79.0,62.0,108.0,106.0,54.0,60.0
Highway Condition,1068.0,1275.0,1309.0,1404.0,1569.0,1614.0,1510.0,1634.0,1767.0,1959.0
Highway Drainage,,,,1.0,3.0,12.0,6.0,18.0,9.0,5.0
Ice & Snow,2.0,5.0,4.0,9.0,2.0,16.0,6.0,13.0,3.0,20.0
Leafing,19.0,43.0,99.0,65.0,74.0,22.0,29.0,18.0,2.0,
Lewisham Homes,11.0,24.0,25.0,72.0,35.0,6.0,9.0,,,
Litter/Litter Bin,666.0,608.0,665.0,810.0,767.0,753.0,684.0,785.0,382.0,273.0
Manhole Covers,128.0,124.0,198.0,228.0,257.0,262.0,280.0,347.0,409.0,643.0
Manhole Defects,5.0,17.0,15.0,22.0,12.0,6.0,5.0,5.0,6.0,
Missed Bin Collection,24.0,84.0,131.0,79.0,124.0,45.0,21.0,11.0,2.0,
Noise,3.0,,,,,1.0,2.0,,,2.0
Obstruction,773.0,805.0,669.0,726.0,536.0,493.0,623.0,567.0,622.0,838.0
Open Spaces/Parks,695.0,977.0,867.0,840.0,781.0,751.0,752.0,642.0,438.0,418.0
Other,2215.0,2317.0,2250.0,2330.0,2259.0,2065.0,2407.0,2248.0,1991.0,2004.0
Overgrown Vegetation,685.0,853.0,1110.0,1213.0,1267.0,1313.0,1890.0,2002.0,2135.0,2262.0
Parking,1020.0,1160.0,1046.0,1133.0,1066.0,921.0,1069.0,887.0,748.0,561.0
Pavement /Footway Defects,2313.0,2328.0,2820.0,2882.0,3001.0,2987.0,2988.0,3143.0,2829.0,2735.0
Pest Control,,,1.0,,,,,,,
Phoenix HA,1.0,10.0,17.0,2.0,1.0,,,,,
Potholes,3047.0,4086.0,4557.0,5488.0,6034.0,6568.0,8151.0,9673.0,12221.0,16362.0
Property Damage,,,,,,1.0,1.0,,,1.0
Protected Trees,,,,,1.0,,1.0,,,
Public Toilets,13.0,7.0,26.0,13.0,11.0,11.0,6.0,12.0,6.0,8.0
Recycling,15.0,8.0,7.0,9.0,22.0,12.0,15.0,30.0,4.0,1.0
Retaining Wall,18.0,18.0,13.0,10.0,7.0,2.0,2.0,2.0,3.0,2.0
Right of Way,258.0,191.0,145.0,238.0,160.0,227.0,226.0,271.0,335.0,440.0
Road Markings,138.0,372.0,307.0,391.0,432.0,445.0,569.0,669.0,788.0,1103.0
Road Safety,4.0,2.0,1.0,3.0,5.0,4.0,9.0,20.0,37.0,82.0
Road Surface Defects,1134.0,1533.0,1295.0,1612.0,1804.0,2133.0,2458.0,2872.0,2745.0,3376.0
Road Works,129.0,120.0,207.0,164.0,271.0,159.0,271.0,346.0,302.0,413.0
Road/Pavement Defects,16.0,34.0,63.0,83.0,83.0,72.0,89.0,126.0,124.0,64.0
Rubbish,1446.0,1396.0,1211.0,997.0,865.0,694.0,869.0,596.0,531.0,478.0
Salt Bins,,,,1.0,2.0,,1.0,2.0,4.0,10.0
Shopping Trolley,24.0,56.0,37.0,25.0,27.0,6.0,42.0,4.0,,
Skips,,,,1.0,2.0,1.0,1.0,2.0,,1.0
Spillage on Road,16.0,35.0,38.0,49.0,50.0,27.0,54.0,54.0,40.0,24.0
Street Cleaning,1859.0,2912.0,2377.0,2730.0,2804.0,1971.0,2075.0,1860.0,1266.0,879.0
Street Furniture,158.0,163.0,221.0,203.0,172.0,119.0,168.0,195.0,151.0,136.0
Street Lights,2775.0,3272.0,3190.0,3194.0,3710.0,3447.0,3775.0,4216.0,4398.0,7134.0
Street Name Plates,110.0,140.0,165.0,144.0,184.0,158.0,164.0,215.0,204.0,249.0
Street Signs,1077.0,926.0,969.0,981.0,1316.0,1204.0,1245.0,1475.0,1565.0,1626.0
Trade Waste,6.0,14.0,20.0,12.0,16.0,2.0,5.0,,,2.0
Traffic Lights,265.0,312.0,273.0,306.0,369.0,328.0,306.0,368.0,470.0,327.0
Trees and Hedges RoW,26.0,47.0,85.0,80.0,145.0,129.0,171.0,207.0,115.0,98.0
Trees on RoW,7.0,21.0,18.0,24.0,22.0,50.0,27.0,31.0,23.0,15.0
Trip Hazard,36.0,35.0,47.0,76.0,56.0,56.0,86.0,113.0,195.0,457.0
Utility Works,103.0,78.0,120.0,111.0,128.0,80.0,109.0,137.0,74.0,43.0
Vehicle Access,1.0,2.0,,2.0,1.0,1.0,3.0,5.0,2.0,2.0
Verge Damage,15.0,35.0,45.0,29.0,42.0,58.0,87.0,79.0,87.0,65.0
Zebra Crossing,2.0,6.0,3.0,,3.0,4.0,6.0,6.0,9.0,2.0
