SHEF_A,1,2,3,4,5,6,7,8,9,10
Road/Pavement Defects,17.0,87.0,64.0,84.0,55.0,56.0,71.0,97.0,128.0,95.0
Rubbish,906.0,928.0,910.0,1040.0,1065.0,1160.0,846.0,769.0,641.0,818.0
Salt Bins,,2.0,2.0,1.0,,,3.0,3.0,3.0,6.0
Shopping Trolley,9.0,8.0,5.0,25.0,38.0,90.0,16.0,18.0,7.0,5.0
Skips,,1.0,,,,2.0,1.0,,2.0,2.0
Spillage on Road,30.0,45.0,24.0,44.0,39.0,52.0,43.0,48.0,40.0,22.0
Street Cleaning,690.0,1507.0,1320.0,1868.0,2086.0,1597.0,2745.0,2191.0,3140.0,3589.0
Street Furniture,123.0,229.0,173.0,199.0,153.0,138.0,161.0,172.0,198.0,140.0
Street Lights,3371.0,3393.0,3380.0,4244.0,3654.0,3372.0,4474.0,3990.0,4502.0,4731.0
Street Name Plates,161.0,158.0,124.0,165.0,155.0,139.0,189.0,216.0,202.0,224.0
Street Signs,673.0,835.0,856.0,1033.0,1125.0,1271.0,1826.0,1602.0,1701.0,1462.0
Trade Waste,,2.0,5.0,4.0,17.0,12.0,9.0,11.0,5.0,12.0
Traffic Lights,278.0,374.0,342.0,299.0,347.0,253.0,345.0,333.0,348.0,405.0
Trees and Hedges RoW,33.0,38.0,46.0,57.0,96.0,89.0,159.0,90.0,204.0,291.0
Trees on RoW,4.0,36.0,39.0,20.0,26.0,17.0,8.0,30.0,28.0,30.0
Trip Hazard,146.0,88.0,107.0,127.0,150.0,111.0,138.0,155.0,96.0,39.0
Utility Works,115.0,215.0,146.0,139.0,77.0,92.0,62.0,48.0,54.0,35.0
Vehicle Access,1.0,3.0,2.0,1.0,1.0,5.0,2.0,,3.0,1.0
Verge Damage,45.0,46.0,46.0,47.0,52.0,64.0,70.0,68.0,81.0,23.0
Zebra Crossing,4.0,6.0,4.0,,5.0,,2.0,9.0,4.0,7.0
