SHEF_A,1,2,3,4,5,6,7,8,9,10
Gullies,248.0,186.0,221.0,275.0,243.0,171.0,372.0,377.0,588.0,766.0
Gully/Manhole Defects,15.0,21.0,41.0,47.0,45.0,34.0,65.0,98.0,157.0,136.0
Highway Condition,709.0,928.0,1134.0,1273.0,1549.0,1624.0,1922.0,1991.0,1990.0,1989.0
Highway Drainage,,2.0,1.0,3.0,7.0,10.0,3.0,8.0,11.0,9.0
Ice & Snow,3.0,1.0,6.0,4.0,7.0,8.0,15.0,8.0,4.0,24.0
Leafing,,1.0,13.0,11.0,17.0,15.0,63.0,62.0,73.0,116.0
Lewisham Homes,,,6.0,23.0,45.0,18.0,60.0,13.0,11.0,6.0
Litter/Litter Bin,116.0,195.0,306.0,370.0,432.0,439.0,688.0,800.0,1786.0,1261.0
Manhole Covers,136.0,195.0,295.0,307.0,290.0,303.0,344.0,313.0,449.0,244.0
Manhole Defects,,,5.0,10.0,14.0,5.0,28.0,5.0,12.0,14.0
Missed Bin Collection,,2.0,16.0,74.0,46.0,63.0,143.0,79.0,50.0,48.0
Noise,2.0,,2.0,2.0,,,,2.0,,
Obstruction,547.0,447.0,698.0,871.0,696.0,727.0,846.0,583.0,649.0,588.0
Open Spaces/Parks,375.0,631.0,531.0,772.0,707.0,750.0,758.0,846.0,1074.0,717.0
Other,1560.0,1707.0,2387.0,2240.0,2304.0,1964.0,2708.0,2504.0,2517.0,2195.0
Overgrown Vegetation,751.0,1038.0,1124.0,1373.0,1221.0,1276.0,1866.0,1914.0,2272.0,1895.0
Parking,797.0,959.0,958.0,934.0,929.0,905.0,958.0,1161.0,1067.0,943.0
Pavement /Footway Defects,1487.0,2046.0,2456.0,3028.0,2882.0,2904.0,3023.0,3046.0,3602.0,3552.0
Pest Control,,,,,,,1.0,,,
Phoenix HA,,4.0,11.0,7.0,9.0,,,,,
Potholes,3586.0,4692.0,5724.0,6050.0,5980.0,7892.0,9896.0,10883.0,12018.0,9466.0
Property Damage,,,,,,1.0,1.0,1.0,,
Protected Trees,,,,1.0,,,,1.0,,
Public Toilets,4.0,10.0,9.0,6.0,23.0,10.0,12.0,10.0,11.0,18.0
Recycling,17.0,9.0,2.0,25.0,4.0,15.0,9.0,18.0,14.0,10.0
Retaining Wall,7.0,9.0,5.0,7.0,15.0,2.0,4.0,10.0,8.0,10.0
Right of Way,235.0,151.0,259.0,232.0,328.0,182.0,248.0,254.0,369.0,233.0
Road Markings,248.0,316.0,439.0,593.0,381.0,607.0,586.0,665.0,754.0,625.0
Road Safety,9.0,15.0,19.0,25.0,12.0,18.0,27.0,15.0,27.0,
Road Surface Defects,684.0,1053.0,1105.0,1679.0,1623.0,1809.0,2140.0,2912.0,4082.0,3875.0
Road Works,98.0,214.0,291.0,310.0,205.0,181.0,267.0,245.0,317.0,254.0
Road/Pavement Defects,13.0,46.0,90.0,97.0,80.0,85.0,78.0,93.0,95.0,77.0
Rubbish,967.0,966.0,905.0,878.0,809.0,923.0,931.0,955.0,876.0,873.0
Salt Bins,,1.0,1.0,,2.0,1.0,1.0,4.0,7.0,3.0
Shopping Trolley,8.0,7.0,2.0,33.0,23.0,44.0,69.0,26.0,4.0,5.0
Skips,,,1.0,,1.0,1.0,1.0,,2.0,2.0
Spillage on Road,21.0,33.0,38.0,29.0,41.0,44.0,62.0,49.0,40.0,30.0
Street Cleaning,741.0,1640.0,1624.0,1855.0,2058.0,1924.0,2066.0,3037.0,3283.0,2505.0
Street Furniture,102.0,126.0,227.0,242.0,157.0,158.0,194.0,172.0,144.0,164.0
Street Lights,2942.0,2790.0,2954.0,3692.0,3531.0,4146.0,4352.0,4092.0,5175.0,5437.0
Street Name Plates,128.0,142.0,144.0,162.0,137.0,142.0,192.0,216.0,230.0,240.0
Street Signs,502.0,623.0,772.0,974.0,988.0,1101.0,1491.0,1704.0,2434.0,1795.0
Trade Waste,,,2.0,10.0,7.0,9.0,15.0,15.0,7.0,12.0
Traffic Lights,219.0,278.0,280.0,326.0,281.0,375.0,316.0,391.0,404.0,454.0
Trees and Hedges RoW,24.0,31.0,69.0,58.0,81.0,93.0,98.0,136.0,253.0,260.0
Trees on RoW,,28.0,33.0,31.0,29.0,13.0,18.0,30.0,22.0,34.0
Trip Hazard,153.0,75.0,103.0,157.0,134.0,119.0,170.0,99.0,130.0,17.0
Utility Works,58.0,92.0,188.0,195.0,106.0,89.0,106.0,81.0,39.0,29.0
Vehicle Access,1.0,1.0,4.0,,3.0,1.0,7.0,1.0,,1.0
Verge Damage,33.0,44.0,46.0,48.0,55.0,78.0,82.0,62.0,85.0,9.0
Zebra Crossing,4.0,6.0,1.0,3.0,,,6.0,6.0,6.0,9.0
