SHEF_A,1,2,3,4,5,6,7,8,9,10
Grass/Weed Control,627.0,420.0,327.0,384.0,307.0,360.0,196.0,290.0,309.0,146.0
Grids and Drains,,1.0,6.0,5.0,9.0,9.0,7.0,4.0,7.0,20.0
Grit Bins,50.0,17.0,48.0,41.0,35.0,30.0,35.0,30.0,23.0,26.0
Gritting,,,2.0,,2.0,,1.0,1.0,,1.0
Grounds Maintenance,1.0,,1.0,1.0,1.0,,,1.0,,
Gullies,115.0,212.0,230.0,198.0,203.0,166.0,78.0,91.0,60.0,54.0
Gully/Manhole Defects,82.0,64.0,70.0,67.0,41.0,79.0,38.0,72.0,31.0,25.0
Highway Condition,2414.0,2306.0,1677.0,1514.0,1247.0,1167.0,1050.0,1126.0,1083.0,954.0
Highway Drainage,15.0,2.0,1.0,7.0,7.0,5.0,5.0,1.0,1.0,5.0
Ice & Snow,18.0,6.0,15.0,13.0,8.0,2.0,6.0,6.0,3.0,1.0
Leafing,55.0,66.0,77.0,69.0,8.0,5.0,5.0,,,
Lewisham Homes,86.0,63.0,15.0,15.0,2.0,,,,,
Litter/Litter Bin,190.0,272.0,449.0,509.0,484.0,260.0,396.0,288.0,370.0,85.0
Manhole Covers,324.0,193.0,202.0,242.0,190.0,213.0,126.0,153.0,194.0,145.0
Manhole Defects,30.0,19.0,11.0,20.0,1.0,1.0,,,,
Missed Bin Collection,238.0,235.0,115.0,38.0,7.0,2.0,,,,
Noise,,,,1.0,1.0,3.0,4.0,,3.0,
Obstruction,918.0,939.0,792.0,775.0,675.0,548.0,435.0,399.0,297.0,264.0
Open Spaces/Parks,834.0,1217.0,897.0,609.0,538.0,516.0,373.0,234.0,250.0,212.0
Other,3147.0,3314.0,2849.0,3012.0,2369.0,2501.0,1715.0,1859.0,1715.0,1276.0
Overgrown Vegetation,1181.0,1125.0,1317.0,1164.0,949.0,769.0,754.0,641.0,779.0,569.0
Parking,779.0,990.0,968.0,851.0,721.0,642.0,640.0,585.0,592.0,498.0
Pavement /Footway Defects,2080.0,2732.0,2463.0,2501.0,2196.0,1866.0,2025.0,1726.0,1469.0,1187.0
Pest Control,,,1.0,,1.0,,,,2.0,
Phoenix HA,15.0,15.0,,,,,,,,
Potholes,11691.0,7040.0,6023.0,5193.0,4353.0,4510.0,4039.0,3912.0,3971.0,3515.0
Property Damage,,1.0,3.0,,,2.0,4.0,1.0,1.0,
Public Toilets,13.0,16.0,3.0,21.0,8.0,11.0,11.0,10.0,12.0,13.0
Recycling,10.0,8.0,32.0,22.0,11.0,8.0,1.0,5.0,1.0,
Retaining Wall,1.0,10.0,7.0,12.0,13.0,12.0,2.0,4.0,2.0,
Right of Way,593.0,268.0,161.0,148.0,79.0,74.0,60.0,61.0,52.0,15.0
Road Markings,826.0,505.0,648.0,509.0,378.0,386.0,504.0,338.0,359.0,224.0
Road Safety,71.0,55.0,49.0,19.0,19.0,14.0,11.0,6.0,17.0,12.0
Road Surface Defects,2567.0,2264.0,2585.0,2466.0,1906.0,1621.0,1258.0,670.0,894.0,381.0
Road Works,139.0,121.0,129.0,77.0,49.0,56.0,68.0,112.0,74.0,21.0
Road/Pavement Defects,31.0,92.0,30.0,31.0,69.0,22.0,20.0,9.0,2.0,
Rubbish,1130.0,1397.0,1073.0,950.0,707.0,510.0,408.0,370.0,380.0,377.0
Salt Bins,36.0,9.0,26.0,17.0,18.0,13.0,16.0,17.0,6.0,1.0
Shopping Trolley,68.0,79.0,30.0,27.0,7.0,8.0,2.0,3.0,1.0,
Skips,1.0,,1.0,,,1.0,1.0,1.0,2.0,
Spillage on Road,54.0,33.0,32.0,22.0,21.0,23.0,32.0,22.0,14.0,13.0
Street Cleaning,2653.0,3671.0,3565.0,2812.0,2193.0,1452.0,828.0,422.0,426.0,410.0
Street Furniture,109.0,133.0,117.0,86.0,70.0,58.0,55.0,48.0,25.0,16.0
Street Lights,2989.0,3742.0,4501.0,5382.0,4270.0,3709.0,2950.0,2969.0,2835.0,2147.0
Street Name Plates,141.0,134.0,144.0,110.0,136.0,122.0,104.0,96.0,78.0,73.0
Street Signs,1441.0,1316.0,1246.0,1288.0,988.0,989.0,581.0,666.0,604.0,429.0
Trade Waste,31.0,31.0,25.0,7.0,2.0,,,,1.0,
Traffic Lights,356.0,458.0,458.0,362.0,299.0,364.0,325.0,251.0,205.0,209.0
Trees and Hedges RoW,127.0,102.0,110.0,101.0,66.0,98.0,86.0,119.0,94.0,41.0
Trees on RoW,9.0,24.0,19.0,9.0,22.0,11.0,16.0,9.0,6.0,6.0
Trip Hazard,135.0,65.0,94.0,99.0,95.0,127.0,108.0,91.0,119.0,154.0
Utility Works,49.0,94.0,71.0,60.0,56.0,31.0,37.0,37.0,14.0,10.0
Vehicle Access,,,,,,1.0,1.0,,,
Verge Damage,50.0,55.0,40.0,37.0,20.0,25.0,17.0,11.0,12.0,18.0
Zebra Crossing,,,,,1.0,,,,,
