SHEF_A,1,2,3,4,5,6,7,8,9,10
Road Surface Defects,155.0,2007.0,3277.0,2610.0,1429.0,1193.0,1050.0,1374.0,1730.0,1787.0
Road Works,39.0,83.0,62.0,62.0,103.0,69.0,137.0,132.0,94.0,65.0
Road/Pavement Defects,4.0,36.0,149.0,78.0,32.0,7.0,,,,
Rubbish,1884.0,1507.0,926.0,511.0,479.0,519.0,418.0,477.0,314.0,267.0
Salt Bins,2.0,2.0,,2.0,6.0,13.0,31.0,33.0,40.0,30.0
Shopping Trolley,184.0,39.0,2.0,,,,,,,
Skips,,,1.0,1.0,,1.0,2.0,1.0,,1.0
Spillage on Road,39.0,27.0,11.0,7.0,19.0,18.0,14.0,19.0,38.0,74.0
Street Cleaning,2434.0,5215.0,4879.0,2611.0,1017.0,575.0,549.0,449.0,420.0,283.0
Street Furniture,122.0,129.0,109.0,77.0,72.0,59.0,54.0,34.0,34.0,27.0
Street Lights,2180.0,2947.0,3931.0,3545.0,3625.0,3140.0,4177.0,4528.0,4026.0,3395.0
Street Name Plates,84.0,99.0,125.0,97.0,148.0,100.0,117.0,118.0,137.0,113.0
Street Signs,1535.0,909.0,862.0,739.0,821.0,810.0,952.0,1010.0,976.0,934.0
Trade Waste,69.0,27.0,,,,,,,1.0,
Traffic Lights,336.0,436.0,462.0,382.0,323.0,325.0,275.0,328.0,262.0,158.0
Trees and Hedges RoW,10.0,37.0,60.0,89.0,123.0,190.0,180.0,167.0,64.0,24.0
Trees on RoW,6.0,1.0,13.0,35.0,14.0,12.0,7.0,18.0,14.0,11.0
Trip Hazard,4.0,17.0,46.0,87.0,112.0,61.0,152.0,217.0,264.0,127.0
Utility Works,19.0,36.0,51.0,79.0,90.0,74.0,50.0,31.0,24.0,5.0
Vehicle Access,,,,1.0,,1.0,,,,
Verge Damage,,3.0,34.0,14.0,23.0,22.0,32.0,31.0,28.0,98.0
Zebra Crossing,1.0,,,,,,,,,
