SHEF_A,1,2,3,4,5,6,7,8,9,10
Phoenix HA,1.0,8.0,21.0,,,,,,,
Potholes,2269.0,2564.0,3442.0,4400.0,5145.0,6578.0,8086.0,8859.0,9038.0,8651.0
Property Damage,1.0,1.0,,,3.0,1.0,3.0,,1.0,2.0
Public Toilets,5.0,9.0,9.0,8.0,13.0,18.0,18.0,17.0,22.0,15.0
Recycling,13.0,21.0,24.0,6.0,9.0,3.0,7.0,9.0,4.0,2.0
Retaining Wall,4.0,5.0,10.0,11.0,7.0,7.0,5.0,3.0,9.0,2.0
Right of Way,56.0,69.0,81.0,220.0,241.0,245.0,227.0,181.0,117.0,74.0
Road Markings,98.0,133.0,241.0,419.0,377.0,617.0,531.0,660.0,699.0,902.0
Road Safety,14.0,9.0,17.0,49.0,38.0,35.0,48.0,20.0,30.0,13.0
Road Surface Defects,321.0,653.0,774.0,1196.0,1272.0,1363.0,2055.0,2453.0,3036.0,3489.0
Road Works,28.0,42.0,49.0,53.0,71.0,83.0,152.0,157.0,122.0,89.0
Road/Pavement Defects,,10.0,27.0,83.0,25.0,15.0,32.0,31.0,48.0,35.0
Rubbish,1094.0,1172.0,1125.0,1032.0,860.0,779.0,539.0,664.0,553.0,547.0
Salt Bins,,,1.0,2.0,13.0,14.0,13.0,34.0,24.0,58.0
Shopping Trolley,19.0,32.0,75.0,39.0,30.0,26.0,2.0,2.0,,
Skips,1.0,,,,1.0,,1.0,2.0,1.0,1.0
Spillage on Road,1.0,15.0,16.0,43.0,28.0,26.0,38.0,37.0,29.0,33.0
Street Cleaning,1000.0,1920.0,1579.0,2040.0,2386.0,1776.0,1719.0,2603.0,2355.0,1597.0
Street Furniture,34.0,55.0,62.0,133.0,115.0,85.0,66.0,77.0,45.0,45.0
Street Lights,1782.0,2435.0,2548.0,3173.0,3339.0,3523.0,4106.0,4843.0,5327.0,6622.0
Street Name Plates,58.0,96.0,105.0,103.0,94.0,145.0,131.0,163.0,143.0,162.0
Street Signs,408.0,610.0,717.0,799.0,835.0,1142.0,1177.0,1484.0,1379.0,1399.0
Trade Waste,1.0,18.0,24.0,17.0,9.0,19.0,5.0,3.0,,1.0
Traffic Lights,253.0,283.0,261.0,333.0,312.0,325.0,341.0,443.0,514.0,501.0
Trees and Hedges RoW,15.0,21.0,31.0,78.0,71.0,100.0,166.0,144.0,179.0,139.0
Trees on RoW,,7.0,6.0,8.0,22.0,19.0,17.0,7.0,13.0,32.0
Trip Hazard,91.0,66.0,74.0,164.0,94.0,124.0,183.0,92.0,133.0,66.0
Utility Works,27.0,63.0,57.0,77.0,38.0,74.0,41.0,40.0,26.0,16.0
Vehicle Access,,,1.0,,1.0,,,,,
Verge Damage,3.0,17.0,16.0,28.0,11.0,28.0,47.0,55.0,39.0,41.0
Zebra Crossing,,1.0,,,,,,,,
