SHEF_A,1,2,3,4,5,6,7,8,9,10
Gritting,2.0,,2.0,,2.0,,1.0,,,
Grounds Maintenance,,,2.0,,1.0,,,1.0,,1.0
Gullies,340.0,222.0,187.0,153.0,133.0,68.0,67.0,98.0,52.0,87.0
Gully/Manhole Defects,57.0,41.0,66.0,48.0,67.0,59.0,62.0,67.0,68.0,34.0
Highway Condition,1054.0,1117.0,1385.0,1342.0,1504.0,1522.0,1397.0,1544.0,1693.0,1980.0
Highway Drainage,,,,2.0,3.0,12.0,8.0,10.0,10.0,4.0
Ice & Snow,2.0,3.0,5.0,6.0,6.0,4.0,10.0,10.0,14.0,18.0
Leafing,16.0,29.0,68.0,60.0,50.0,16.0,34.0,7.0,5.0,
Lewisham Homes,14.0,25.0,41.0,38.0,49.0,7.0,5.0,2.0,,
Litter/Litter Bin,226.0,355.0,426.0,421.0,542.0,326.0,418.0,302.0,121.0,166.0
Manhole Covers,71.0,90.0,128.0,177.0,156.0,153.0,155.0,189.0,297.0,566.0
Manhole Defects,7.0,14.0,13.0,16.0,10.0,6.0,9.0,4.0,2.0,1.0
Missed Bin Collection,39.0,101.0,139.0,98.0,167.0,53.0,35.0,3.0,,
Noise,9.0,2.0,,,1.0,,,,,
Obstruction,686.0,699.0,613.0,581.0,648.0,399.0,468.0,511.0,583.0,854.0
Open Spaces/Parks,610.0,762.0,665.0,650.0,668.0,576.0,545.0,461.0,373.0,370.0
Other,2628.0,2445.0,2565.0,2226.0,2269.0,2045.0,2518.0,2323.0,2502.0,2236.0
Overgrown Vegetation,302.0,547.0,628.0,782.0,830.0,876.0,1184.0,1096.0,1347.0,1656.0
Parking,857.0,863.0,835.0,819.0,823.0,676.0,816.0,608.0,542.0,427.0
Pavement /Footway Defects,1963.0,1967.0,2030.0,1877.0,2107.0,1930.0,1928.0,2184.0,2053.0,2206.0
Pest Control,1.0,1.0,1.0,1.0,,,,,,
Phoenix HA,,4.0,22.0,2.0,2.0,,,,,
Potholes,2223.0,2615.0,2982.0,3300.0,3909.0,4463.0,5516.0,6900.0,8964.0,13375.0
Property Damage,1.0,1.0,,1.0,,1.0,4.0,1.0,3.0,
Public Toilets,8.0,10.0,11.0,16.0,15.0,14.0,12.0,10.0,11.0,11.0
Recycling,22.0,6.0,13.0,11.0,10.0,10.0,7.0,15.0,4.0,
Retaining Wall,15.0,7.0,20.0,10.0,3.0,3.0,1.0,3.0,1.0,
Right of Way,84.0,57.0,49.0,73.0,92.0,102.0,136.0,169.0,247.0,502.0
Road Markings,134.0,254.0,228.0,331.0,381.0,364.0,540.0,637.0,696.0,1112.0
Road Safety,6.0,7.0,3.0,4.0,9.0,6.0,10.0,34.0,76.0,118.0
Road Surface Defects,870.0,1246.0,1117.0,1338.0,1442.0,1660.0,1856.0,2239.0,2071.0,2773.0
Road Works,38.0,33.0,42.0,68.0,80.0,57.0,85.0,150.0,99.0,194.0
Road/Pavement Defects,6.0,14.0,9.0,39.0,90.0,24.0,32.0,59.0,24.0,9.0
Rubbish,1214.0,1135.0,1022.0,943.0,811.0,604.0,488.0,387.0,345.0,353.0
Salt Bins,,1.0,1.0,4.0,12.0,8.0,29.0,20.0,27.0,57.0
Shopping Trolley,34.0,54.0,50.0,23.0,35.0,6.0,21.0,2.0,,
Skips,1.0,1.0,,1.0,,,1.0,,2.0,1.0
Spillage on Road,5.0,30.0,22.0,28.0,29.0,32.0,38.0,31.0,30.0,21.0
Street Cleaning,1744.0,2795.0,2358.0,2442.0,2467.0,1584.0,1781.0,1500.0,1021.0,740.0
Street Furniture,90.0,90.0,96.0,118.0,88.0,43.0,66.0,57.0,35.0,34.0
Street Lights,2362.0,2691.0,2737.0,2921.0,3354.0,3161.0,3302.0,3929.0,4089.0,6948.0
Street Name Plates,78.0,94.0,120.0,90.0,101.0,111.0,89.0,136.0,137.0,182.0
Street Signs,864.0,718.0,812.0,792.0,907.0,917.0,988.0,1114.0,1059.0,1377.0
Trade Waste,10.0,14.0,17.0,23.0,8.0,6.0,15.0,4.0,,
Traffic Lights,306.0,317.0,309.0,369.0,335.0,307.0,330.0,335.0,337.0,342.0
Trees and Hedges RoW,29.0,43.0,54.0,94.0,106.0,101.0,161.0,152.0,93.0,111.0
Trees on RoW,6.0,6.0,14.0,14.0,23.0,17.0,15.0,16.0,8.0,12.0
Trip Hazard,49.0,38.0,34.0,81.0,55.0,48.0,107.0,100.0,208.0,367.0
Utility Works,105.0,78.0,57.0,54.0,46.0,24.0,38.0,32.0,19.0,6.0
Vehicle Access,,1.0,,1.0,,,,,,
Zebra Crossing,,,,,1.0,,,,,
