SHEF_A,1,2,3,4,5,6,7,8,9,10
Pavement /Footway Defects,1336.0,1666.0,1743.0,1974.0,1886.0,2146.0,2263.0,2450.0,2638.0,3386.0
Pest Control,,,1.0,,1.0,,,2.0,,
Phoenix HA,1.0,8.0,21.0,,,,,,,
Potholes,2235.0,2615.0,3756.0,4852.0,5108.0,6542.0,8442.0,8370.0,8797.0,8315.0
Property Damage,,2.0,,,3.0,1.0,3.0,1.0,,2.0
Public Toilets,5.0,9.0,9.0,8.0,16.0,17.0,17.0,17.0,22.0,14.0
Recycling,13.0,22.0,23.0,8.0,7.0,3.0,8.0,8.0,4.0,2.0
Retaining Wall,4.0,5.0,10.0,13.0,5.0,7.0,6.0,2.0,9.0,2.0
Right of Way,55.0,70.0,83.0,224.0,244.0,255.0,220.0,175.0,114.0,71.0
Road Markings,97.0,135.0,282.0,438.0,343.0,646.0,532.0,675.0,650.0,879.0
Road Safety,14.0,9.0,28.0,44.0,32.0,40.0,46.0,22.0,25.0,13.0
Road Surface Defects,317.0,661.0,828.0,1320.0,1193.0,1453.0,2062.0,2490.0,3100.0,3188.0
Road Works,28.0,47.0,46.0,54.0,72.0,90.0,153.0,153.0,115.0,88.0
Road/Pavement Defects,,10.0,27.0,83.0,30.0,13.0,29.0,31.0,49.0,34.0
Rubbish,1079.0,1191.0,1192.0,1119.0,801.0,749.0,531.0,667.0,512.0,524.0
Salt Bins,,,1.0,2.0,13.0,15.0,12.0,40.0,18.0,58.0
Shopping Trolley,19.0,32.0,78.0,44.0,27.0,22.0,1.0,2.0,,
Skips,1.0,,,,1.0,,1.0,2.0,1.0,1.0
Spillage on Road,1.0,15.0,19.0,41.0,27.0,32.0,39.0,33.0,26.0,33.0
Street Cleaning,988.0,1933.0,1636.0,2353.0,2256.0,1642.0,1870.0,2596.0,2345.0,1356.0
Street Furniture,34.0,57.0,65.0,142.0,107.0,94.0,58.0,72.0,45.0,43.0
Street Lights,1764.0,2458.0,2741.0,3382.0,3271.0,3618.0,4152.0,4761.0,5192.0,6359.0
Street Name Plates,58.0,96.0,114.0,103.0,96.0,143.0,139.0,161.0,134.0,156.0
Street Signs,402.0,622.0,766.0,826.0,902.0,1122.0,1256.0,1375.0,1361.0,1318.0
Trade Waste,1.0,18.0,24.0,21.0,7.0,17.0,5.0,3.0,,1.0
Traffic Lights,253.0,288.0,275.0,351.0,301.0,326.0,402.0,386.0,516.0,468.0
Trees and Hedges RoW,15.0,21.0,42.0,73.0,79.0,104.0,157.0,147.0,182.0,124.0
Trees on RoW,,7.0,6.0,11.0,21.0,24.0,10.0,7.0,14.0,31.0
Trip Hazard,91.0,66.0,102.0,146.0,91.0,128.0,184.0,89.0,124.0,66.0
Utility Works,26.0,66.0,55.0,82.0,48.0,61.0,42.0,37.0,26.0,16.0
Vehicle Access,,,1.0,1.0,,,,,,
Zebra Crossing,,1.0,,,,,,,,
