SHEF_A,1,2,3,4,5,6,7,8,9,10
Fly-tipping,5992.0,7772.0,9783.0,9977.0,8080.0,7799.0,4197.0,3595.0,2764.0,2187.0
Flyposting,91.0,109.0,121.0,116.0,128.0,144.0,119.0,141.0,167.0,158.0
Garden Waste,4.0,42.0,42.0,33.0,15.0,19.0,8.0,2.0,,
Gates/Stiles RoW,,,3.0,1.0,,8.0,13.0,31.0,25.0,4.0
General Highways Enquiries,73.0,97.0,134.0,158.0,109.0,137.0,162.0,114.0,126.0,82.0
Graffiti,323.0,685.0,859.0,1040.0,830.0,688.0,711.0,685.0,583.0,382.0
Grass/Weed Control,19.0,73.0,111.0,166.0,207.0,399.0,473.0,498.0,609.0,811.0
Grids and Drains,8.0,5.0,7.0,3.0,7.0,7.0,9.0,8.0,14.0,
Grit Bins,16.0,22.0,29.0,38.0,23.0,49.0,33.0,28.0,34.0,63.0
Gritting,2.0,,,1.0,2.0,1.0,1.0,,,
Grounds Maintenance,,,,1.0,,1.0,,,1.0,2.0
Gullies,147.0,170.0,113.0,169.0,123.0,108.0,173.0,103.0,160.0,141.0
Gully/Manhole Defects,28.0,24.0,41.0,41.0,64.0,79.0,73.0,98.0,84.0,37.0
Highway Condition,727.0,996.0,1185.0,1359.0,1588.0,1737.0,1637.0,1647.0,1827.0,1835.0
Highway Drainage,,2.0,1.0,,3.0,4.0,18.0,5.0,4.0,12.0
Ice & Snow,,1.0,2.0,9.0,6.0,10.0,13.0,11.0,5.0,21.0
Leafing,1.0,9.0,35.0,31.0,47.0,59.0,62.0,30.0,5.0,6.0
Lewisham Homes,5.0,61.0,63.0,17.0,13.0,7.0,13.0,2.0,,
Litter/Litter Bin,90.0,193.0,274.0,345.0,304.0,580.0,281.0,513.0,342.0,381.0
Manhole Covers,81.0,120.0,204.0,235.0,206.0,214.0,250.0,244.0,234.0,194.0
Manhole Defects,,6.0,10.0,17.0,9.0,17.0,15.0,3.0,4.0,1.0
Missed Bin Collection,7.0,127.0,158.0,198.0,51.0,67.0,22.0,4.0,1.0,
Noise,,1.0,3.0,7.0,,,1.0,,,
Obstruction,372.0,503.0,672.0,968.0,548.0,675.0,722.0,583.0,599.0,400.0
Open Spaces/Parks,350.0,657.0,581.0,705.0,537.0,461.0,686.0,525.0,665.0,513.0
Other,1612.0,1948.0,2367.0,2158.0,2190.0,2678.0,2960.0,2909.0,2605.0,2330.0
Overgrown Vegetation,243.0,425.0,555.0,773.0,730.0,1022.0,1128.0,1368.0,1455.0,1549.0
Parking,619.0,775.0,768.0,883.0,783.0,698.0,691.0,704.0,699.0,646.0
Pavement /Footway Defects,1263.0,1507.0,1622.0,1888.0,1874.0,2074.0,2080.0,2273.0,2432.0,3232.0
Pest Control,,,1.0,,1.0,,,2.0,,
Phoenix HA,1.0,8.0,21.0,,,,,,,
Potholes,1949.0,2351.0,3434.0,4589.0,4682.0,6609.0,7298.0,7709.0,7970.0,7656.0
Property Damage,1.0,1.0,,,3.0,1.0,3.0,1.0,,2.0
Public Toilets,5.0,7.0,9.0,8.0,12.0,18.0,16.0,14.0,16.0,13.0
Recycling,13.0,22.0,23.0,10.0,5.0,5.0,9.0,5.0,4.0,2.0
Retaining Wall,4.0,5.0,10.0,13.0,9.0,3.0,6.0,3.0,8.0,2.0
Right of Way,57.0,69.0,84.0,247.0,251.0,257.0,201.0,167.0,107.0,71.0
Road Markings,98.0,139.0,289.0,429.0,366.0,671.0,528.0,662.0,627.0,868.0
Road Safety,14.0,9.0,29.0,43.0,36.0,46.0,37.0,21.0,25.0,13.0
Road Surface Defects,322.0,672.0,839.0,1300.0,1288.0,1541.0,2166.0,2336.0,2980.0,3168.0
Road Works,30.0,45.0,47.0,56.0,75.0,105.0,135.0,161.0,105.0,87.0
Road/Pavement Defects,,10.0,27.0,83.0,33.0,20.0,24.0,27.0,49.0,33.0
Rubbish,950.0,1084.0,1071.0,958.0,733.0,682.0,476.0,465.0,425.0,458.0
Salt Bins,,,1.0,2.0,15.0,14.0,12.0,40.0,21.0,54.0
Shopping Trolley,19.0,32.0,78.0,44.0,27.0,22.0,1.0,2.0,,
Skips,1.0,,,,1.0,1.0,,2.0,1.0,1.0
Spillage on Road,3.0,13.0,21.0,43.0,27.0,30.0,44.0,26.0,26.0,33.0
Street Cleaning,924.0,1856.0,1576.0,2306.0,2230.0,1667.0,2021.0,2319.0,2222.0,1311.0
Street Furniture,34.0,58.0,69.0,139.0,116.0,87.0,64.0,62.0,47.0,41.0
Street Lights,1606.0,2227.0,2475.0,3171.0,3239.0,3459.0,3859.0,4430.0,4896.0,6132.0
Street Name Plates,51.0,91.0,107.0,99.0,100.0,130.0,129.0,153.0,126.0,152.0
Street Signs,389.0,603.0,750.0,792.0,869.0,1157.0,1142.0,1304.0,1282.0,1260.0
Trade Waste,1.0,21.0,21.0,21.0,7.0,19.0,4.0,2.0,,1.0
Traffic Lights,218.0,268.0,263.0,330.0,291.0,281.0,352.0,388.0,450.0,446.0
Trees and Hedges RoW,15.0,21.0,46.0,72.0,80.0,112.0,151.0,159.0,165.0,123.0
Trees on RoW,,7.0,6.0,11.0,23.0,24.0,8.0,7.0,15.0,30.0
Trip Hazard,91.0,67.0,108.0,139.0,102.0,142.0,160.0,91.0,121.0,66.0
Utility Works,27.0,65.0,59.0,79.0,55.0,55.0,47.0,32.0,25.0,15.0
Vehicle Access,,,1.0,1.0,,,,,,
Zebra Crossing,,1.0,,,,,,,,
