SHEF_A,1,2,3,4,5,6,7,8,9,10
Manhole Defects,,1.0,1.0,9.0,7.0,5.0,13.0,14.0,17.0,15.0
Missed Bin Collection,,7.0,48.0,95.0,105.0,157.0,72.0,91.0,36.0,24.0
Noise,,1.0,1.0,4.0,1.0,,3.0,1.0,1.0,
Obstruction,697.0,634.0,485.0,883.0,497.0,500.0,656.0,581.0,649.0,460.0
Open Spaces/Parks,309.0,393.0,432.0,631.0,700.0,521.0,800.0,449.0,686.0,759.0
Other,2013.0,2607.0,2538.0,2302.0,2145.0,2317.0,2925.0,2347.0,2676.0,1887.0
Overgrown Vegetation,511.0,560.0,682.0,725.0,903.0,792.0,1187.0,997.0,1535.0,1356.0
Parking,642.0,703.0,664.0,860.0,756.0,723.0,792.0,667.0,720.0,739.0
Pavement /Footway Defects,1507.0,1787.0,1664.0,2104.0,1909.0,1883.0,2243.0,2095.0,2423.0,2630.0
Pest Control,,,1.0,,1.0,1.0,,,,1.0
Phoenix HA,,1.0,6.0,5.0,4.0,,1.0,13.0,,
Potholes,2885.0,3712.0,4101.0,4557.0,5374.0,5932.0,6806.0,7272.0,7263.0,6345.0
Property Damage,1.0,,5.0,1.0,1.0,,,1.0,1.0,2.0
Public Toilets,5.0,3.0,10.0,18.0,18.0,3.0,13.0,16.0,16.0,16.0
Recycling,36.0,7.0,22.0,5.0,6.0,4.0,3.0,5.0,8.0,2.0
Retaining Wall,9.0,11.0,8.0,12.0,4.0,6.0,4.0,2.0,4.0,3.0
Right of Way,101.0,131.0,146.0,192.0,196.0,164.0,169.0,127.0,176.0,109.0
Road Markings,239.0,344.0,347.0,508.0,375.0,511.0,484.0,531.0,681.0,657.0
Road Safety,17.0,28.0,21.0,28.0,32.0,44.0,35.0,36.0,25.0,7.0
Road Surface Defects,678.0,977.0,836.0,1061.0,1334.0,1057.0,1835.0,1674.0,2893.0,4267.0
Road Works,48.0,58.0,76.0,75.0,79.0,113.0,113.0,87.0,108.0,89.0
Road/Pavement Defects,,16.0,10.0,94.0,15.0,15.0,38.0,73.0,28.0,17.0
Rubbish,656.0,717.0,714.0,896.0,942.0,903.0,749.0,564.0,557.0,604.0
Salt Bins,,9.0,4.0,11.0,10.0,11.0,21.0,15.0,31.0,47.0
Shopping Trolley,6.0,18.0,21.0,23.0,39.0,67.0,18.0,13.0,9.0,11.0
Skips,1.0,,1.0,,1.0,,2.0,1.0,,1.0
Spillage on Road,11.0,22.0,18.0,27.0,33.0,22.0,35.0,33.0,39.0,26.0
Street Cleaning,736.0,1186.0,1354.0,1666.0,1924.0,1318.0,2489.0,1747.0,2728.0,3284.0
Street Furniture,71.0,60.0,67.0,74.0,63.0,51.0,85.0,99.0,87.0,60.0
Street Lights,3155.0,3212.0,3100.0,3837.0,3162.0,3178.0,4045.0,3360.0,3957.0,4488.0
Street Name Plates,107.0,112.0,100.0,99.0,131.0,115.0,129.0,107.0,128.0,110.0
Street Signs,532.0,743.0,695.0,903.0,849.0,966.0,1415.0,1195.0,1174.0,1076.0
Trade Waste,,5.0,8.0,16.0,19.0,17.0,11.0,12.0,8.0,1.0
Traffic Lights,234.0,342.0,297.0,340.0,300.0,318.0,321.0,367.0,357.0,411.0
Trees and Hedges RoW,34.0,60.0,53.0,57.0,93.0,71.0,133.0,91.0,152.0,200.0
Trees on RoW,2.0,20.0,13.0,19.0,9.0,6.0,5.0,21.0,14.0,22.0
Trip Hazard,141.0,88.0,95.0,150.0,112.0,129.0,150.0,127.0,73.0,22.0
Utility Works,65.0,92.0,51.0,60.0,36.0,23.0,25.0,39.0,37.0,31.0
Vehicle Access,,1.0,,,,1.0,,,,
Zebra Crossing,,,,,,1.0,,,,
