SHEF_A,1,2,3,4,5,6,7,8,9,10
Pavement /Footway Defects,1376.0,1637.0,1720.0,1956.0,1893.0,2125.0,2238.0,2443.0,2617.0,3456.0
Pest Control,,,1.0,,1.0,,,2.0,,
Phoenix HA,1.0,8.0,21.0,,,,,,,
Potholes,2266.0,2654.0,3670.0,4801.0,5111.0,6519.0,8206.0,8443.0,8766.0,8527.0
Property Damage,1.0,1.0,,,3.0,1.0,3.0,,1.0,2.0
Public Toilets,5.0,9.0,9.0,8.0,16.0,16.0,18.0,16.0,22.0,15.0
Recycling,13.0,22.0,23.0,8.0,7.0,3.0,8.0,8.0,4.0,2.0
Retaining Wall,4.0,5.0,10.0,12.0,6.0,7.0,6.0,2.0,9.0,2.0
Right of Way,57.0,69.0,83.0,222.0,245.0,253.0,220.0,175.0,115.0,72.0
Road Markings,98.0,135.0,281.0,438.0,343.0,646.0,522.0,670.0,655.0,889.0
Road Safety,14.0,9.0,28.0,44.0,32.0,40.0,46.0,22.0,25.0,13.0
Road Surface Defects,322.0,671.0,813.0,1317.0,1196.0,1453.0,2035.0,2428.0,3019.0,3358.0
Road Works,30.0,45.0,46.0,52.0,74.0,89.0,153.0,154.0,114.0,89.0
Road/Pavement Defects,,10.0,27.0,83.0,30.0,13.0,29.0,31.0,49.0,34.0
Rubbish,1096.0,1175.0,1188.0,1112.0,809.0,737.0,524.0,664.0,522.0,534.0
Salt Bins,,,1.0,2.0,13.0,15.0,12.0,39.0,19.0,58.0
Shopping Trolley,19.0,32.0,78.0,44.0,27.0,22.0,1.0,2.0,,
Skips,1.0,,,,1.0,,1.0,2.0,1.0,1.0
Spillage on Road,3.0,13.0,19.0,41.0,27.0,31.0,38.0,34.0,27.0,33.0
Street Cleaning,1004.0,1913.0,1621.0,2348.0,2260.0,1626.0,1820.0,2522.0,2316.0,1523.0
Street Furniture,34.0,57.0,65.0,137.0,112.0,91.0,60.0,71.0,46.0,44.0
Street Lights,1786.0,2486.0,2651.0,3325.0,3282.0,3599.0,4122.0,4674.0,5205.0,6475.0
Street Name Plates,60.0,97.0,110.0,103.0,95.0,143.0,138.0,157.0,136.0,159.0
Street Signs,410.0,627.0,753.0,819.0,901.0,1118.0,1234.0,1372.0,1338.0,1370.0
Trade Waste,1.0,18.0,24.0,21.0,7.0,17.0,5.0,3.0,,1.0
Traffic Lights,254.0,290.0,273.0,347.0,304.0,322.0,400.0,384.0,505.0,487.0
Trees and Hedges RoW,15.0,21.0,42.0,71.0,81.0,104.0,157.0,146.0,180.0,127.0
Trees on RoW,,7.0,6.0,11.0,21.0,24.0,10.0,7.0,13.0,32.0
Trip Hazard,91.0,67.0,101.0,146.0,91.0,128.0,182.0,90.0,125.0,66.0
Utility Works,27.0,65.0,55.0,81.0,49.0,61.0,42.0,37.0,26.0,16.0
Vehicle Access,,,1.0,1.0,,,,,,
Verge Damage,3.0,17.0,16.0,28.0,13.0,28.0,47.0,53.0,39.0,41.0
Zebra Crossing,,1.0,,,,,,,,
