SHEF_A,1,2,3,4,5,6,7,8,9,10
Dumped Rubbish,14.0,269.0,1553.0,1871.0,3101.0,2430.0,3266.0,5067.0,5163.0,7829.0
Environmental Health,5.0,34.0,23.0,15.0,15.0,39.0,20.0,22.0,19.0,16.0
Fallen/Dangerous Trees,1632.0,2435.0,2799.0,3255.0,3603.0,4344.0,4503.0,5293.0,6131.0,9990.0
Fences,5.0,19.0,26.0,45.0,32.0,60.0,51.0,38.0,86.0,97.0
Flooding,251.0,369.0,645.0,581.0,915.0,1074.0,1130.0,1629.0,1301.0,1335.0
Floral displays,,,3.0,6.0,8.0,8.0,22.0,17.0,26.0,79.0
Fly-tipping,20671.0,24186.0,28249.0,35645.0,34525.0,38307.0,31389.0,31901.0,22925.0,31552.0
Flyposting,480.0,546.0,572.0,720.0,552.0,730.0,699.0,739.0,861.0,1149.0
Garden Waste,13.0,61.0,211.0,664.0,561.0,901.0,338.0,465.0,252.0,9.0
Gates/Stiles RoW,1.0,3.0,,,15.0,9.0,41.0,30.0,115.0,129.0
General Highways Enquiries,263.0,402.0,377.0,331.0,442.0,563.0,687.0,1065.0,1335.0,2884.0
Graffiti,2354.0,3426.0,4108.0,5255.0,4510.0,4533.0,5044.0,4523.0,4704.0,8211.0
Grass/Weed Control,152.0,254.0,414.0,707.0,842.0,1052.0,1598.0,2450.0,3805.0,6986.0
Grids and Drains,54.0,34.0,44.0,22.0,42.0,21.0,5.0,11.0,8.0,57.0
Grit Bins,33.0,72.0,54.0,74.0,67.0,79.0,79.0,94.0,72.0,117.0
Gritting,16.0,4.0,12.0,7.0,10.0,6.0,10.0,17.0,43.0,90.0
Grounds Maintenance,,,,,1.0,2.0,1.0,4.0,15.0,11.0
Gullies,507.0,800.0,718.0,577.0,676.0,667.0,752.0,888.0,796.0,981.0
Gully/Manhole Defects,35.0,104.0,159.0,193.0,204.0,305.0,389.0,465.0,469.0,283.0
Highway Condition,9631.0,9706.0,10932.0,11064.0,11010.0,12142.0,12679.0,14349.0,16841.0,22250.0
Highway Drainage,,,,5.0,,11.0,30.0,21.0,64.0,80.0
Ice & Snow,6.0,7.0,7.0,13.0,15.0,21.0,30.0,34.0,67.0,135.0
Leafing,6.0,29.0,51.0,83.0,85.0,177.0,232.0,340.0,389.0,607.0
Lewisham Homes,4.0,16.0,111.0,222.0,211.0,79.0,39.0,44.0,15.0,
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,197.0,534.0,685.0,913.0,1366.0,1363.0,1463.0,2471.0,2612.0,5408.0
Manhole Covers,197.0,248.0,453.0,497.0,708.0,858.0,769.0,1003.0,1293.0,1700.0
Manhole Defects,2.0,6.0,18.0,5.0,35.0,58.0,38.0,37.0,39.0,22.0
Missed Bin Collection,8.0,60.0,286.0,579.0,438.0,641.0,215.0,217.0,90.0,5.0
Noise,15.0,34.0,27.0,20.0,19.0,9.0,1.0,2.0,,
Obstruction,1199.0,1705.0,1685.0,1740.0,2052.0,2279.0,2332.0,2792.0,2559.0,2994.0
Open Spaces/Parks,1885.0,2321.0,3342.0,2757.0,2911.0,2780.0,2657.0,3041.0,3331.0,4860.0
Other,9251.0,11088.0,10398.0,10440.0,10398.0,11039.0,12878.0,11613.0,12827.0,16232.0
Overgrown Vegetation,822.0,1292.0,1583.0,1979.0,2769.0,3274.0,3616.0,5476.0,6608.0,12146.0
Parking,4070.0,5245.0,5675.0,5600.0,5377.0,5334.0,4857.0,4824.0,4429.0,5192.0
Pavement /Footway Defects,7948.0,9339.0,10888.0,10333.0,10766.0,12495.0,13208.0,14355.0,18980.0,29339.0
Pest Control,6.0,9.0,7.0,10.0,,5.0,6.0,,2.0,1.0
Phoenix HA,,16.0,16.0,20.0,23.0,7.0,,,,
Potholes,15632.0,18338.0,20471.0,23326.0,27228.0,32305.0,38670.0,50170.0,69689.0,104578.0
Property Damage,11.0,16.0,9.0,15.0,21.0,17.0,31.0,27.0,63.0,114.0
Protected Trees,,,,,,,1.0,,,2.0
Public Toilets,64.0,67.0,97.0,84.0,108.0,89.0,91.0,100.0,112.0,164.0
Recycling,98.0,210.0,105.0,116.0,123.0,63.0,112.0,63.0,60.0,2.0
Retaining Wall,30.0,45.0,27.0,34.0,26.0,33.0,24.0,30.0,16.0,12.0
Right of Way,170.0,320.0,486.0,416.0,853.0,1102.0,1307.0,1274.0,1730.0,1766.0
Road Markings,314.0,455.0,672.0,768.0,1091.0,1388.0,1264.0,1794.0,2372.0,3946.0
Road Safety,19.0,9.0,19.0,45.0,88.0,67.0,56.0,99.0,45.0,42.0
Road Surface Defects,1230.0,1641.0,2214.0,2572.0,3800.0,3811.0,4663.0,7586.0,10757.0,25312.0
Road Works,63.0,196.0,297.0,318.0,364.0,553.0,439.0,714.0,591.0,815.0
Road/Pavement Defects,45.0,270.0,833.0,1092.0,1582.0,1641.0,1404.0,1734.0,1766.0,2338.0
Rubbish,5753.0,6332.0,6466.0,5906.0,5554.0,5135.0,4574.0,3604.0,3161.0,4193.0
Salt Bins,,,1.0,,,7.0,12.0,35.0,47.0,135.0
Shopping Trolley,57.0,160.0,94.0,195.0,175.0,152.0,33.0,33.0,8.0,
Sign or Marking,,,,,,1.0,4.0,,6.0,5.0
Skips,3.0,3.0,9.0,19.0,12.0,17.0,20.0,19.0,38.0,20.0
Spillage on Road,12.0,51.0,55.0,61.0,127.0,163.0,166.0,215.0,252.0,546.0
Street Cleaning,4444.0,5414.0,6752.0,8355.0,7793.0,8021.0,10068.0,9657.0,11996.0,18093.0
Street Furniture,119.0,238.0,331.0,342.0,401.0,499.0,425.0,477.0,378.0,334.0
Street Lights,11239.0,12136.0,13468.0,14114.0,15689.0,16532.0,17037.0,22068.0,24979.0,37237.0
Street Name Plates,580.0,741.0,842.0,815.0,866.0,882.0,945.0,970.0,1087.0,1426.0
Street Signs,2258.0,2909.0,3558.0,3772.0,4068.0,4694.0,5314.0,6241.0,8192.0,12873.0
To Let Signs,2.0,2.0,3.0,22.0,2.0,1.0,,,,
Trade Waste,2.0,5.0,29.0,46.0,49.0,74.0,17.0,20.0,17.0,2.0
Traffic Lights,1810.0,1694.0,2058.0,1923.0,1969.0,1784.0,1685.0,1902.0,2608.0,2996.0
Trees and Hedges RoW,18.0,130.0,228.0,328.0,333.0,513.0,692.0,757.0,828.0,514.0
Trees on RoW,,24.0,16.0,74.0,55.0,67.0,132.0,71.0,140.0,195.0
Trenches,,,,,,,,,,1.0
Trip Hazard,284.0,130.0,236.0,241.0,388.0,373.0,338.0,435.0,216.0,80.0
Untaxed Vehcile,,1.0,4.0,21.0,28.0,24.0,14.0,16.0,18.0,20.0
Utility Works,133.0,237.0,342.0,254.0,265.0,328.0,244.0,249.0,192.0,241.0
Vehicle Access,2.0,3.0,2.0,2.0,3.0,6.0,2.0,4.0,2.0,5.0
Zebra Crossing,6.0,4.0,6.0,1.0,6.0,4.0,9.0,5.0,8.0,4.0
