SHEF_A,1,2,3,4,5,6,7,8,9,10
Street Cleaning,5243.0,7100.0,8881.0,11837.0,11082.0,9224.0,12000.0,9515.0,9995.0,5716.0
Street Furniture,270.0,371.0,479.0,483.0,497.0,478.0,395.0,238.0,178.0,155.0
Street Lights,12096.0,15106.0,15399.0,15847.0,16650.0,18092.0,20557.0,22180.0,24077.0,24495.0
Street Name Plates,718.0,909.0,891.0,790.0,914.0,910.0,959.0,972.0,1052.0,1039.0
Street Signs,6465.0,6189.0,6940.0,5769.0,4978.0,5123.0,5437.0,5075.0,4259.0,3644.0
To Let Signs,1.0,16.0,10.0,3.0,2.0,,,,,
Trade Waste,15.0,47.0,66.0,40.0,59.0,10.0,11.0,6.0,7.0,
Traffic Lights,2237.0,2576.0,2519.0,2154.0,1950.0,1898.0,1977.0,2055.0,1720.0,1343.0
Trees and Hedges RoW,277.0,540.0,511.0,678.0,516.0,444.0,418.0,475.0,183.0,299.0
Trees on RoW,25.0,27.0,24.0,13.0,56.0,35.0,113.0,116.0,165.0,200.0
Trenches,,,,,1.0,,,,,
Trip Hazard,368.0,538.0,254.0,166.0,195.0,212.0,216.0,204.0,197.0,371.0
Untaxed Vehcile,2.0,16.0,12.0,24.0,24.0,27.0,18.0,10.0,11.0,2.0
Utility Works,256.0,450.0,336.0,386.0,260.0,241.0,220.0,181.0,109.0,46.0
Vehicle Access,9.0,5.0,,1.0,,4.0,3.0,,4.0,5.0
Zebra Crossing,4.0,4.0,9.0,6.0,5.0,10.0,7.0,5.0,1.0,2.0
