SHEF_A,1,2,3,4,5,6,7,8,9,10
Salt Bins,,6.0,6.0,14.0,11.0,14.0,25.0,52.0,60.0,49.0
Shopping Trolley,48.0,85.0,82.0,87.0,72.0,145.0,154.0,61.0,135.0,38.0
Sign or Marking,,,,1.0,,3.0,,5.0,5.0,2.0
Skips,2.0,8.0,9.0,13.0,14.0,13.0,17.0,20.0,21.0,43.0
Spillage on Road,23.0,75.0,143.0,106.0,153.0,195.0,217.0,294.0,232.0,210.0
Street Cleaning,4443.0,7235.0,9595.0,8239.0,9139.0,8520.0,10104.0,10658.0,12183.0,10477.0
Street Furniture,142.0,228.0,328.0,431.0,390.0,339.0,369.0,332.0,358.0,627.0
Street Lights,11771.0,13570.0,15286.0,15616.0,15916.0,18245.0,21302.0,23230.0,23318.0,26245.0
Street Name Plates,623.0,691.0,786.0,791.0,849.0,1012.0,1001.0,1074.0,1105.0,1222.0
Street Signs,1898.0,2580.0,3351.0,3905.0,4105.0,4804.0,6008.0,7422.0,9258.0,10548.0
To Let Signs,2.0,1.0,,1.0,2.0,4.0,2.0,3.0,15.0,2.0
Trade Waste,,8.0,14.0,18.0,12.0,36.0,28.0,43.0,65.0,37.0
Traffic Lights,1383.0,1499.0,1587.0,1683.0,1752.0,1867.0,2020.0,2198.0,2685.0,3755.0
Trees and Hedges RoW,73.0,214.0,289.0,301.0,447.0,289.0,392.0,669.0,965.0,702.0
Trees on RoW,,57.0,78.0,119.0,86.0,87.0,91.0,88.0,101.0,67.0
Trenches,,,,,,,,,,1.0
Trip Hazard,277.0,267.0,342.0,330.0,266.0,402.0,305.0,349.0,131.0,52.0
Untaxed Vehcile,1.0,12.0,16.0,20.0,14.0,20.0,11.0,10.0,19.0,23.0
Utility Works,102.0,169.0,239.0,299.0,266.0,257.0,235.0,259.0,220.0,439.0
Vehicle Access,,2.0,1.0,2.0,6.0,5.0,6.0,5.0,1.0,3.0
Zebra Crossing,1.0,6.0,6.0,2.0,3.0,,7.0,3.0,10.0,15.0
