SHEF_A,1,2,3,4,5,6,7,8,9,10
Overgrown Vegetation,1774.0,2242.0,2466.0,2667.0,3423.0,2853.0,4790.0,4061.0,6747.0,8542.0
Parking,4632.0,5462.0,5392.0,5582.0,5372.0,5216.0,5093.0,4670.0,4595.0,4589.0
Pavement /Footway Defects,9639.0,11564.0,11296.0,13269.0,13204.0,12405.0,15019.0,14187.0,17118.0,19950.0
Pest Control,2.0,9.0,10.0,2.0,9.0,5.0,,2.0,2.0,5.0
Phoenix HA,,5.0,30.0,7.0,12.0,4.0,6.0,18.0,,
Potholes,20192.0,26292.0,28808.0,32708.0,36857.0,41968.0,51629.0,55064.0,54271.0,52618.0
Property Damage,23.0,29.0,33.0,38.0,26.0,24.0,47.0,45.0,36.0,23.0
Protected Trees,,,,1.0,,,,1.0,,1.0
Public Toilets,68.0,68.0,78.0,105.0,107.0,111.0,102.0,95.0,115.0,127.0
Recycling,250.0,80.0,150.0,74.0,83.0,104.0,62.0,93.0,36.0,20.0
Retaining Wall,50.0,38.0,26.0,47.0,9.0,24.0,16.0,15.0,20.0,32.0
Right of Way,637.0,776.0,796.0,829.0,1159.0,801.0,1202.0,1066.0,1328.0,830.0
Road Markings,794.0,1123.0,1125.0,1354.0,1256.0,1371.0,1569.0,1649.0,1986.0,1837.0
Road Safety,38.0,46.0,45.0,55.0,55.0,69.0,61.0,58.0,43.0,19.0
Road Surface Defects,2611.0,3567.0,3310.0,3930.0,5269.0,3970.0,7109.0,6544.0,11453.0,15823.0
Road Works,213.0,420.0,442.0,373.0,398.0,418.0,523.0,475.0,528.0,560.0
Road/Pavement Defects,19.0,193.0,461.0,1040.0,1548.0,1711.0,1995.0,1773.0,1822.0,2143.0
Rubbish,5682.0,5104.0,5040.0,5924.0,6045.0,6019.0,4906.0,4305.0,3707.0,3946.0
Salt Bins,,12.0,11.0,21.0,12.0,14.0,31.0,27.0,43.0,66.0
Shopping Trolley,57.0,78.0,108.0,92.0,122.0,282.0,56.0,54.0,33.0,25.0
Sign or Marking,,1.0,,,2.0,2.0,4.0,,2.0,5.0
Skips,5.0,4.0,10.0,13.0,16.0,21.0,19.0,29.0,20.0,23.0
Spillage on Road,53.0,110.0,76.0,126.0,170.0,137.0,207.0,164.0,256.0,349.0
Street Cleaning,4670.0,7695.0,8119.0,8088.0,9580.0,6989.0,10967.0,8570.0,11861.0,14054.0
Street Furniture,245.0,360.0,301.0,376.0,359.0,305.0,390.0,407.0,402.0,399.0
Street Lights,16703.0,16376.0,16309.0,18452.0,17479.0,15760.0,20138.0,17820.0,20418.0,25044.0
Street Name Plates,878.0,864.0,805.0,882.0,949.0,812.0,927.0,959.0,1002.0,1076.0
Street Signs,3096.0,3795.0,4094.0,4568.0,5086.0,5201.0,7179.0,6509.0,7099.0,7252.0
To Let Signs,3.0,1.0,1.0,3.0,4.0,18.0,1.0,,,1.0
Trade Waste,,7.0,20.0,28.0,58.0,45.0,32.0,33.0,22.0,16.0
Traffic Lights,1552.0,2116.0,1998.0,2157.0,2036.0,1949.0,2071.0,2109.0,2129.0,2312.0
Trees and Hedges RoW,133.0,197.0,268.0,217.0,416.0,342.0,619.0,364.0,769.0,1016.0
Trees on RoW,16.0,106.0,103.0,92.0,70.0,56.0,52.0,92.0,81.0,106.0
Trenches,,,,,,,1.0,,,
Trip Hazard,344.0,238.0,252.0,338.0,312.0,285.0,346.0,317.0,214.0,75.0
Untaxed Vehcile,,2.0,4.0,12.0,20.0,26.0,23.0,20.0,15.0,24.0
Utility Works,324.0,454.0,301.0,310.0,186.0,203.0,169.0,172.0,187.0,179.0
Vehicle Access,1.0,5.0,2.0,2.0,3.0,7.0,6.0,,4.0,1.0
Verge Damage,60.0,65.0,68.0,83.0,72.0,110.0,122.0,100.0,112.0,35.0
Zebra Crossing,4.0,6.0,4.0,4.0,7.0,2.0,3.0,10.0,4.0,9.0
