SHEF_A,1,2,3,4,5,6,7,8,9,10
Grit Bins,89.0,68.0,62.0,40.0,59.0,38.0,70.0,72.0,93.0,150.0
Gritting,13.0,17.0,37.0,18.0,38.0,35.0,25.0,17.0,8.0,7.0
Grounds Maintenance,1.0,,2.0,1.0,4.0,4.0,9.0,7.0,3.0,3.0
Gullies,1414.0,1022.0,803.0,634.0,549.0,419.0,430.0,601.0,763.0,727.0
Gully/Manhole Defects,182.0,148.0,242.0,246.0,320.0,282.0,400.0,348.0,236.0,202.0
Highway Condition,12440.0,11705.0,11489.0,11474.0,12723.0,13177.0,12804.0,13871.0,14891.0,16030.0
Highway Drainage,,,3.0,3.0,12.0,60.0,21.0,57.0,40.0,15.0
Ice & Snow,5.0,13.0,17.0,21.0,19.0,36.0,31.0,41.0,54.0,98.0
Leafing,117.0,251.0,294.0,300.0,258.0,169.0,211.0,211.0,117.0,71.0
Lewisham Homes,62.0,95.0,141.0,160.0,157.0,25.0,35.0,66.0,,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,1640.0,2189.0,1831.0,2098.0,2178.0,1701.0,1912.0,1854.0,833.0,776.0
Manhole Covers,254.0,308.0,563.0,650.0,662.0,719.0,729.0,890.0,1157.0,1794.0
Manhole Defects,13.0,34.0,36.0,39.0,27.0,20.0,18.0,25.0,23.0,25.0
Missed Bin Collection,148.0,425.0,649.0,433.0,493.0,225.0,138.0,26.0,2.0,
Noise,61.0,18.0,17.0,11.0,8.0,3.0,3.0,1.0,2.0,3.0
Obstruction,2722.0,2763.0,2259.0,2193.0,2081.0,1647.0,1867.0,1797.0,1763.0,2245.0
Open Spaces/Parks,3603.0,4024.0,3750.0,3363.0,3316.0,2860.0,2704.0,2454.0,1990.0,1821.0
Other,13169.0,12246.0,12239.0,11446.0,11558.0,11221.0,11483.0,11177.0,11119.0,10506.0
Overgrown Vegetation,1771.0,2776.0,2973.0,3326.0,3766.0,4363.0,5171.0,4918.0,5242.0,5259.0
Parking,5681.0,6034.0,5920.0,5547.0,5714.0,5064.0,5114.0,4400.0,3959.0,3170.0
Pavement /Footway Defects,12419.0,12482.0,14036.0,13701.0,14176.0,14265.0,13876.0,14901.0,13848.0,13947.0
Pest Control,14.0,12.0,11.0,6.0,,,2.0,1.0,,
Phoenix HA,1.0,28.0,42.0,7.0,3.0,,1.0,,,
Potholes,18517.0,21713.0,25039.0,25739.0,32068.0,37812.0,42009.0,51162.0,63292.0,83056.0
Property Damage,25.0,10.0,12.0,13.0,22.0,44.0,29.0,45.0,53.0,71.0
Protected Trees,,,,,2.0,,1.0,,,
Public Toilets,113.0,100.0,109.0,113.0,118.0,76.0,85.0,97.0,83.0,82.0
Recycling,120.0,58.0,91.0,114.0,106.0,112.0,175.0,124.0,51.0,1.0
Retaining Wall,75.0,50.0,62.0,33.0,22.0,7.0,13.0,7.0,5.0,3.0
Right of Way,454.0,351.0,422.0,498.0,684.0,841.0,1033.0,1262.0,1671.0,2208.0
Road Markings,389.0,784.0,745.0,1017.0,1246.0,1218.0,1536.0,1910.0,2124.0,3095.0
Road Safety,10.0,11.0,4.0,9.0,14.0,14.0,26.0,57.0,125.0,219.0
Road Surface Defects,3722.0,5024.0,4223.0,4874.0,5508.0,7176.0,7361.0,8275.0,7886.0,9537.0
Road Works,187.0,189.0,351.0,312.0,511.0,339.0,547.0,651.0,495.0,768.0
Road/Pavement Defects,1055.0,1572.0,2046.0,1980.0,1713.0,1461.0,1147.0,954.0,568.0,209.0
Rubbish,8882.0,8212.0,7259.0,5995.0,5225.0,4023.0,3580.0,2912.0,2437.0,2153.0
Salt Bins,,1.0,1.0,6.0,20.0,14.0,38.0,33.0,44.0,80.0
Shopping Trolley,226.0,204.0,183.0,88.0,90.0,26.0,81.0,9.0,,
Sign or Marking,,,,,,6.0,2.0,2.0,4.0,2.0
Skips,20.0,17.0,18.0,23.0,19.0,14.0,10.0,16.0,13.0,10.0
Spillage on Road,77.0,183.0,139.0,206.0,185.0,185.0,229.0,188.0,150.0,106.0
Street Cleaning,9844.0,13438.0,11236.0,11480.0,11275.0,9045.0,8217.0,7053.0,5181.0,3824.0
Street Furniture,500.0,416.0,481.0,488.0,364.0,275.0,300.0,313.0,221.0,186.0
Street Lights,15019.0,15491.0,16205.0,16207.0,17789.0,18128.0,18405.0,19719.0,20325.0,27211.0
Street Name Plates,783.0,758.0,881.0,809.0,863.0,943.0,830.0,1018.0,1052.0,1217.0
Street Signs,4569.0,4350.0,4699.0,4596.0,5302.0,5512.0,5638.0,6081.0,6309.0,6823.0
To Let Signs,21.0,5.0,2.0,4.0,,,,,,
Trade Waste,27.0,44.0,53.0,45.0,43.0,19.0,23.0,5.0,,2.0
Traffic Lights,2383.0,2187.0,2176.0,2230.0,2293.0,2080.0,1750.0,1854.0,1832.0,1644.0
Trees and Hedges RoW,111.0,164.0,304.0,391.0,562.0,456.0,700.0,774.0,463.0,416.0
Trees on RoW,23.0,51.0,80.0,67.0,90.0,127.0,88.0,109.0,75.0,64.0
Trenches,,,,,,1.0,,,,
Trip Hazard,97.0,92.0,131.0,210.0,130.0,128.0,244.0,259.0,481.0,949.0
Untaxed Vehcile,16.0,20.0,17.0,19.0,25.0,25.0,11.0,12.0,1.0,
Utility Works,425.0,304.0,303.0,262.0,263.0,158.0,201.0,236.0,182.0,151.0
Vehicle Access,1.0,3.0,,3.0,1.0,3.0,4.0,7.0,3.0,6.0
Verge Damage,26.0,52.0,62.0,51.0,81.0,76.0,123.0,109.0,138.0,109.0
Zebra Crossing,4.0,8.0,4.0,1.0,6.0,6.0,7.0,6.0,9.0,2.0
