SHEF_A,1,2,3,4,5,6,7,8,9,10
Road Works,78.0,260.0,325.0,517.0,429.0,514.0,671.0,644.0,516.0,396.0
Road/Pavement Defects,125.0,1220.0,1919.0,1980.0,1497.0,1513.0,1438.0,1297.0,1182.0,534.0
Rubbish,6969.0,7543.0,7091.0,6424.0,4938.0,4670.0,3829.0,3437.0,2972.0,2805.0
Salt Bins,,,2.0,4.0,20.0,22.0,22.0,61.0,36.0,70.0
Shopping Trolley,93.0,196.0,260.0,188.0,89.0,54.0,16.0,11.0,,
Sign or Marking,,,,,,1.0,3.0,3.0,6.0,3.0
Skips,1.0,17.0,13.0,24.0,16.0,23.0,18.0,17.0,17.0,14.0
Spillage on Road,22.0,94.0,95.0,206.0,163.0,154.0,236.0,206.0,266.0,206.0
Street Cleaning,5432.0,9337.0,8871.0,11064.0,10692.0,8898.0,10194.0,9716.0,9730.0,6659.0
Street Furniture,172.0,343.0,455.0,551.0,444.0,382.0,375.0,320.0,292.0,210.0
Street Lights,11158.0,13226.0,13766.0,16400.0,16566.0,17804.0,20357.0,21869.0,24690.0,28663.0
Street Name Plates,612.0,726.0,782.0,873.0,826.0,885.0,1010.0,1089.0,1095.0,1256.0
Street Signs,2140.0,3387.0,3978.0,4881.0,5191.0,6496.0,7016.0,7065.0,7239.0,6486.0
To Let Signs,2.0,,2.0,2.0,19.0,7.0,,,,
Trade Waste,7.0,48.0,57.0,53.0,21.0,51.0,18.0,3.0,,3.0
Traffic Lights,1714.0,1845.0,1972.0,2141.0,2075.0,1954.0,2189.0,2126.0,2342.0,2071.0
Trees and Hedges RoW,41.0,102.0,201.0,265.0,383.0,529.0,731.0,847.0,679.0,563.0
Trees on RoW,1.0,27.0,42.0,86.0,95.0,135.0,82.0,64.0,97.0,145.0
Trenches,,,,,,,,1.0,,
Trip Hazard,231.0,199.0,228.0,345.0,250.0,363.0,353.0,257.0,314.0,181.0
Untaxed Vehcile,,14.0,37.0,28.0,13.0,19.0,9.0,12.0,11.0,3.0
Utility Works,140.0,267.0,301.0,381.0,325.0,247.0,279.0,186.0,188.0,171.0
Vehicle Access,1.0,1.0,4.0,2.0,2.0,9.0,5.0,2.0,4.0,1.0
Zebra Crossing,,11.0,8.0,3.0,2.0,1.0,12.0,,9.0,7.0
