SHEF_A,1,2,3,4,5,6,7,8,9,10
Street Cleaning,6519.0,7167.0,9212.0,7728.0,6053.0,5748.0,4728.0,3314.0,2859.0,2355.0
Street Furniture,284.0,391.0,393.0,322.0,261.0,149.0,149.0,90.0,90.0,86.0
Street Lights,9945.0,10331.0,10126.0,11159.0,12151.0,12281.0,14348.0,14318.0,15426.0,15182.0
Street Name Plates,600.0,627.0,676.0,672.0,735.0,678.0,885.0,860.0,974.0,833.0
Street Signs,4676.0,4385.0,4039.0,4009.0,3829.0,3349.0,3416.0,3086.0,3061.0,2391.0
To Let Signs,1.0,18.0,3.0,1.0,,,,,,
Trade Waste,67.0,73.0,74.0,36.0,8.0,,,,,
Traffic Lights,2544.0,2312.0,2087.0,1770.0,1733.0,1612.0,1408.0,1177.0,1061.0,836.0
Trees and Hedges RoW,98.0,75.0,141.0,123.0,116.0,152.0,164.0,110.0,125.0,68.0
Trees on RoW,23.0,10.0,32.0,16.0,25.0,52.0,112.0,129.0,135.0,76.0
Trenches,,1.0,,,,,,,,
Trip Hazard,187.0,175.0,207.0,128.0,103.0,118.0,135.0,183.0,157.0,226.0
Untaxed Vehcile,18.0,28.0,22.0,31.0,26.0,9.0,5.0,2.0,,
Utility Works,155.0,178.0,185.0,145.0,149.0,117.0,112.0,104.0,68.0,34.0
Vehicle Access,6.0,3.0,5.0,,1.0,,6.0,,4.0,6.0
Verge Damage,11.0,17.0,14.0,11.0,23.0,46.0,24.0,19.0,14.0,11.0
Zebra Crossing,5.0,7.0,6.0,8.0,3.0,3.0,9.0,3.0,7.0,2.0
