SHEF_A,1,2,3,4,5,6,7,8,9,10
Street Cleaning,13447.0,12369.0,7768.0,4524.0,3790.0,3229.0,2963.0,2432.0,2854.0,2307.0
Street Furniture,657.0,446.0,185.0,168.0,137.0,117.0,109.0,136.0,99.0,161.0
Street Lights,8093.0,14932.0,14728.0,13009.0,13398.0,12743.0,11959.0,11318.0,13138.0,11949.0
Street Name Plates,498.0,675.0,851.0,718.0,770.0,816.0,799.0,709.0,807.0,897.0
Street Signs,3722.0,4500.0,3547.0,2876.0,3088.0,3352.0,3696.0,3841.0,4117.0,3502.0
To Let Signs,,1.0,18.0,1.0,1.0,2.0,,,,
Trade Waste,208.0,50.0,,,,,,,,
Traffic Lights,2367.0,2788.0,2055.0,1781.0,1599.0,1427.0,1309.0,1110.0,1195.0,909.0
Trees and Hedges RoW,28.0,51.0,62.0,151.0,160.0,133.0,236.0,213.0,100.0,38.0
Trees on RoW,8.0,61.0,126.0,97.0,103.0,60.0,53.0,53.0,46.0,3.0
Trenches,,,1.0,,,,,,,
Trip Hazard,,77.0,213.0,86.0,136.0,187.0,157.0,188.0,346.0,229.0
Untaxed Vehcile,85.0,40.0,7.0,5.0,4.0,,,,,
Utility Works,85.0,118.0,115.0,163.0,163.0,152.0,162.0,162.0,104.0,23.0
Vehicle Access,,,1.0,2.0,2.0,10.0,4.0,7.0,2.0,3.0
Verge Damage,23.0,5.0,8.0,17.0,25.0,16.0,18.0,21.0,28.0,29.0
Zebra Crossing,,9.0,3.0,,,8.0,11.0,6.0,4.0,12.0
