SHEF_A,1,2,3,4,5,6,7,8,9,10
Overgrown Vegetation,437.0,899.0,1342.0,1652.0,1620.0,1996.0,2202.0,2106.0,2032.0,1989.0
Parking,4156.0,4856.0,5219.0,5401.0,5306.0,4800.0,4616.0,4486.0,3699.0,3687.0
Pavement /Footway Defects,6571.0,7910.0,9137.0,9731.0,10207.0,10134.0,10463.0,10435.0,10689.0,13008.0
Pest Control,,9.0,3.0,5.0,1.0,1.0,,1.0,6.0,5.0
Phoenix HA,25.0,28.0,28.0,1.0,,,,,,
Potholes,11886.0,14223.0,18395.0,21529.0,25141.0,31787.0,36679.0,40686.0,45977.0,44653.0
Property Damage,7.0,5.0,4.0,13.0,18.0,16.0,16.0,21.0,18.0,17.0
Protected Trees,,,,1.0,,,,1.0,,1.0
Public Toilets,58.0,81.0,78.0,113.0,106.0,79.0,103.0,88.0,65.0,81.0
Recycling,104.0,74.0,119.0,149.0,143.0,141.0,102.0,48.0,67.0,5.0
Retaining Wall,7.0,1.0,14.0,4.0,1.0,6.0,7.0,5.0,7.0,5.0
Right of Way,102.0,134.0,231.0,392.0,644.0,1156.0,770.0,736.0,950.0,431.0
Road Markings,118.0,236.0,450.0,551.0,502.0,780.0,836.0,611.0,569.0,611.0
Road Safety,6.0,15.0,26.0,42.0,39.0,55.0,53.0,41.0,28.0,9.0
Road Surface Defects,508.0,611.0,1451.0,2028.0,1875.0,2529.0,2711.0,3753.0,3862.0,4633.0
Road Works,39.0,166.0,216.0,246.0,218.0,387.0,357.0,276.0,246.0,193.0
Road/Pavement Defects,286.0,1261.0,1676.0,1827.0,1676.0,1078.0,1161.0,829.0,701.0,919.0
Rubbish,6407.0,6769.0,6364.0,5899.0,4839.0,3935.0,3265.0,3128.0,2755.0,3116.0
Salt Bins,,,,1.0,2.0,1.0,5.0,,6.0,10.0
Shopping Trolley,58.0,226.0,167.0,252.0,70.0,56.0,15.0,9.0,9.0,3.0
Sign or Marking,,,,,3.0,,2.0,1.0,6.0,4.0
Skips,1.0,11.0,16.0,20.0,15.0,12.0,3.0,9.0,4.0,13.0
Spillage on Road,19.0,21.0,62.0,57.0,69.0,64.0,68.0,53.0,47.0,52.0
Street Cleaning,5766.0,6102.0,6337.0,7313.0,6325.0,4566.0,4629.0,5743.0,4407.0,4495.0
Street Furniture,80.0,242.0,332.0,286.0,266.0,249.0,250.0,205.0,132.0,173.0
Street Lights,8746.0,10368.0,11056.0,12288.0,13574.0,12808.0,13912.0,13397.0,13396.0,15722.0
Street Name Plates,513.0,571.0,695.0,743.0,724.0,745.0,856.0,843.0,853.0,997.0
Street Signs,1738.0,2229.0,2709.0,3224.0,3701.0,3869.0,4176.0,4448.0,5107.0,5040.0
To Let Signs,,,1.0,1.0,2.0,14.0,3.0,2.0,,
Trade Waste,8.0,52.0,52.0,46.0,49.0,38.0,5.0,2.0,6.0,
Traffic Lights,1532.0,1586.0,1849.0,1763.0,1687.0,1701.0,1615.0,1381.0,1504.0,1922.0
Trees and Hedges RoW,9.0,36.0,63.0,92.0,110.0,134.0,101.0,197.0,239.0,191.0
Trees on RoW,1.0,26.0,35.0,50.0,107.0,74.0,53.0,63.0,88.0,113.0
Trenches,,,,,,,,1.0,,
Trip Hazard,128.0,145.0,185.0,229.0,166.0,275.0,206.0,152.0,104.0,29.0
Untaxed Vehcile,4.0,23.0,22.0,30.0,17.0,16.0,10.0,12.0,6.0,1.0
Utility Works,29.0,124.0,181.0,120.0,171.0,145.0,175.0,99.0,112.0,91.0
Vehicle Access,1.0,2.0,2.0,3.0,6.0,3.0,7.0,2.0,1.0,4.0
Verge Damage,3.0,12.0,17.0,27.0,15.0,17.0,22.0,20.0,41.0,16.0
Zebra Crossing,2.0,6.0,7.0,4.0,6.0,8.0,,6.0,9.0,5.0
