SHEF_A,1,2,3,4,5,6,7,8,9,10
Manhole Covers,46.0,82.0,151.0,168.0,179.0,199.0,319.0,344.0,429.0,500.0
Manhole Defects,,5.0,12.0,21.0,12.0,19.0,24.0,16.0,9.0,15.0
Missed Bin Collection,,38.0,123.0,188.0,186.0,414.0,312.0,427.0,397.0,361.0
Noise,11.0,6.0,10.0,12.0,15.0,21.0,15.0,5.0,1.0,7.0
Obstruction,106.0,306.0,370.0,347.0,546.0,347.0,304.0,522.0,480.0,546.0
Open Spaces/Parks,1499.0,2024.0,2372.0,2046.0,2272.0,2565.0,1907.0,2117.0,2255.0,1740.0
Other,5803.0,6348.0,6744.0,6566.0,6683.0,7014.0,6820.0,7282.0,7298.0,8381.0
Overgrown Vegetation,209.0,478.0,720.0,626.0,878.0,1030.0,1118.0,1513.0,1440.0,1179.0
Parking,3539.0,4105.0,4190.0,4317.0,4297.0,4171.0,4083.0,3808.0,3722.0,3944.0
Pavement /Footway Defects,4987.0,5899.0,6655.0,7920.0,7183.0,8234.0,8690.0,9616.0,10574.0,13286.0
Pest Control,7.0,5.0,,4.0,1.0,1.0,,,,12.0
Phoenix HA,,27.0,26.0,28.0,1.0,,,,,
Potholes,10257.0,12269.0,14282.0,16436.0,19530.0,24070.0,29122.0,35071.0,38551.0,31034.0
Property Damage,1.0,5.0,12.0,15.0,17.0,14.0,16.0,16.0,17.0,22.0
Protected Trees,,,1.0,,,,1.0,,,1.0
Public Toilets,28.0,51.0,52.0,66.0,57.0,60.0,95.0,91.0,78.0,124.0
Recycling,75.0,152.0,18.0,37.0,6.0,38.0,49.0,36.0,75.0,322.0
Retaining Wall,2.0,3.0,10.0,2.0,5.0,1.0,2.0,9.0,5.0,18.0
Right of Way,118.0,147.0,334.0,936.0,866.0,639.0,575.0,833.0,614.0,402.0
Road Markings,94.0,202.0,176.0,301.0,278.0,410.0,441.0,522.0,551.0,441.0
Road Safety,3.0,5.0,10.0,14.0,7.0,17.0,12.0,12.0,6.0,3.0
Road Surface Defects,228.0,685.0,1143.0,924.0,1563.0,1919.0,2269.0,3656.0,3382.0,3635.0
Road Works,8.0,32.0,45.0,75.0,52.0,76.0,91.0,162.0,169.0,167.0
Road/Pavement Defects,54.0,486.0,697.0,696.0,973.0,734.0,821.0,883.0,1458.0,2920.0
Rubbish,4311.0,4267.0,4008.0,3957.0,3954.0,4007.0,3489.0,3594.0,3903.0,4695.0
Salt Bins,,,,1.0,,3.0,4.0,4.0,10.0,2.0
Shopping Trolley,44.0,78.0,76.0,81.0,67.0,139.0,152.0,60.0,134.0,34.0
Sign or Marking,,,,1.0,,3.0,,5.0,5.0,2.0
Skips,2.0,7.0,7.0,3.0,11.0,11.0,10.0,10.0,11.0,22.0
Spillage on Road,1.0,7.0,35.0,19.0,31.0,46.0,25.0,54.0,65.0,47.0
Street Cleaning,3678.0,4469.0,4606.0,4244.0,4754.0,4909.0,5087.0,5453.0,6866.0,6667.0
Street Furniture,30.0,68.0,79.0,90.0,109.0,101.0,107.0,97.0,147.0,290.0
Street Lights,7352.0,7971.0,8482.0,9286.0,8929.0,9864.0,11301.0,11405.0,11626.0,12660.0
Street Name Plates,379.0,426.0,474.0,504.0,565.0,639.0,636.0,639.0,667.0,674.0
Street Signs,1186.0,1581.0,2013.0,2467.0,2498.0,2889.0,3352.0,4088.0,4771.0,5299.0
To Let Signs,1.0,,,,2.0,2.0,2.0,2.0,12.0,2.0
Trade Waste,,8.0,14.0,18.0,12.0,36.0,28.0,43.0,64.0,35.0
Traffic Lights,1086.0,1209.0,1236.0,1185.0,1178.0,1242.0,1233.0,1347.0,1682.0,2334.0
Trees and Hedges RoW,18.0,74.0,98.0,68.0,132.0,85.0,104.0,198.0,251.0,144.0
Trees on RoW,,39.0,53.0,82.0,51.0,70.0,76.0,74.0,98.0,67.0
Trip Hazard,37.0,56.0,91.0,88.0,76.0,121.0,77.0,79.0,41.0,8.0
Untaxed Vehcile,1.0,9.0,13.0,19.0,10.0,16.0,7.0,7.0,12.0,16.0
Utility Works,14.0,26.0,42.0,46.0,60.0,47.0,53.0,105.0,100.0,121.0
Vehicle Access,,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0
Zebra Crossing,,,2.0,1.0,,,1.0,,3.0,
