SHEF_A,1,2,3,4,5,6,7,8,9,10
Gully/Manhole Defects,27.0,58.0,49.0,77.0,69.0,162.0,146.0,139.0,146.0,79.0
Highway Condition,9504.0,10897.0,11386.0,12559.0,14297.0,15591.0,16351.0,15431.0,15604.0,16028.0
Highway Drainage,,2.0,2.0,2.0,13.0,15.0,56.0,19.0,45.0,57.0
Ice & Snow,1.0,7.0,5.0,7.0,9.0,12.0,11.0,13.0,12.0,14.0
Leafing,2.0,26.0,47.0,63.0,93.0,76.0,78.0,98.0,56.0,52.0
Lewisham Homes,19.0,211.0,242.0,164.0,41.0,25.0,24.0,15.0,,
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,190.0,312.0,429.0,544.0,490.0,921.0,661.0,629.0,536.0,614.0
Manhole Covers,149.0,208.0,405.0,495.0,396.0,430.0,632.0,490.0,525.0,440.0
Manhole Defects,2.0,12.0,15.0,37.0,24.0,45.0,19.0,18.0,20.0,5.0
Missed Bin Collection,47.0,464.0,662.0,587.0,246.0,245.0,115.0,74.0,6.0,
Noise,10.0,12.0,22.0,23.0,12.0,4.0,12.0,5.0,2.0,1.0
Obstruction,274.0,452.0,677.0,1163.0,634.0,767.0,862.0,718.0,752.0,445.0
Open Spaces/Parks,2377.0,3298.0,3141.0,3051.0,2397.0,2263.0,2381.0,2302.0,2371.0,2316.0
Other,10688.0,10372.0,10699.0,10712.0,10927.0,11370.0,11979.0,10988.0,10291.0,9802.0
Overgrown Vegetation,471.0,885.0,1188.0,1748.0,1572.0,1550.0,2194.0,2040.0,2407.0,2220.0
Parking,4755.0,5764.0,5524.0,5686.0,5568.0,5015.0,4840.0,5012.0,4685.0,4310.0
Pavement /Footway Defects,7845.0,9025.0,9316.0,10673.0,10671.0,10647.0,11798.0,11661.0,12706.0,14332.0
Pest Control,2.0,8.0,5.0,3.0,1.0,,,9.0,,3.0
Phoenix HA,15.0,32.0,34.0,1.0,,,,,,
Potholes,16382.0,17687.0,20791.0,26687.0,33626.0,39062.0,45271.0,44751.0,44953.0,44872.0
Property Damage,7.0,2.0,8.0,4.0,20.0,13.0,21.0,16.0,23.0,21.0
Protected Trees,,,,,1.0,,,,1.0,1.0
Public Toilets,74.0,94.0,90.0,103.0,119.0,102.0,124.0,95.0,87.0,76.0
Recycling,104.0,134.0,179.0,93.0,70.0,97.0,155.0,82.0,26.0,12.0
Retaining Wall,7.0,7.0,10.0,5.0,1.0,3.0,8.0,2.0,11.0,3.0
Right of Way,113.0,152.0,453.0,678.0,981.0,912.0,827.0,665.0,463.0,302.0
Road Markings,164.0,250.0,378.0,623.0,461.0,754.0,662.0,733.0,655.0,584.0
Road Safety,13.0,16.0,29.0,50.0,35.0,39.0,39.0,35.0,40.0,18.0
Road Surface Defects,385.0,920.0,1254.0,1944.0,2044.0,2058.0,3147.0,3620.0,4569.0,4020.0
Road Works,42.0,152.0,202.0,352.0,247.0,252.0,356.0,291.0,257.0,193.0
Road/Pavement Defects,118.0,1183.0,1771.0,1916.0,1307.0,1275.0,1239.0,1066.0,1041.0,498.0
Rubbish,7923.0,7779.0,7276.0,6770.0,5172.0,4791.0,4029.0,4263.0,3398.0,3116.0
Salt Bins,,,,,,2.0,7.0,2.0,7.0,7.0
Shopping Trolley,90.0,181.0,251.0,183.0,85.0,51.0,11.0,13.0,,
Sign or Marking,,,,,,1.0,3.0,3.0,6.0,3.0
Skips,1.0,15.0,12.0,17.0,11.0,14.0,13.0,6.0,9.0,6.0
Spillage on Road,7.0,31.0,33.0,100.0,81.0,44.0,56.0,64.0,49.0,47.0
Street Cleaning,5745.0,6841.0,6480.0,7283.0,6612.0,6011.0,5558.0,5798.0,5401.0,4009.0
Street Furniture,84.0,212.0,310.0,342.0,264.0,242.0,242.0,211.0,164.0,144.0
Street Lights,11001.0,11926.0,11997.0,12972.0,13539.0,13701.0,15194.0,15800.0,17453.0,19496.0
Street Name Plates,580.0,657.0,713.0,762.0,737.0,784.0,932.0,943.0,987.0,1104.0
Street Signs,1994.0,2648.0,3026.0,3784.0,4030.0,4518.0,5073.0,4876.0,4714.0,4887.0
To Let Signs,1.0,,1.0,2.0,14.0,3.0,2.0,,,
Trade Waste,7.0,45.0,60.0,53.0,21.0,49.0,13.0,10.0,,
Traffic Lights,1848.0,1928.0,1947.0,2087.0,1919.0,1776.0,1949.0,1788.0,1767.0,1776.0
Trees and Hedges RoW,14.0,30.0,66.0,68.0,101.0,155.0,212.0,187.0,193.0,146.0
Trees on RoW,1.0,16.0,27.0,55.0,58.0,104.0,65.0,62.0,82.0,140.0
Trenches,,,,,,,,,1.0,
Trip Hazard,166.0,135.0,139.0,235.0,118.0,186.0,236.0,141.0,177.0,86.0
Untaxed Vehcile,,14.0,36.0,27.0,14.0,17.0,12.0,8.0,9.0,4.0
Utility Works,34.0,117.0,163.0,178.0,155.0,158.0,162.0,94.0,98.0,88.0
Vehicle Access,1.0,1.0,4.0,2.0,2.0,9.0,5.0,2.0,4.0,1.0
Verge Damage,3.0,13.0,14.0,30.0,15.0,17.0,30.0,27.0,24.0,17.0
Zebra Crossing,,11.0,8.0,3.0,2.0,1.0,8.0,4.0,9.0,7.0
