SHEF_A,1,2,3,4,5,6,7,8,9,10
Open Spaces/Parks,1819.0,2922.0,2528.0,3060.0,2918.0,3225.0,3246.0,2910.0,2206.0,1081.0
Other,9568.0,10158.0,9692.0,10077.0,10441.0,10598.0,10386.0,11186.0,12073.0,13754.0
Overgrown Vegetation,448.0,1228.0,1189.0,1457.0,1383.0,1670.0,1647.0,1873.0,2650.0,2730.0
Parking,5122.0,6370.0,5684.0,5540.0,5758.0,5595.0,5531.0,5625.0,3930.0,2047.0
Pavement /Footway Defects,10076.0,10543.0,10340.0,10981.0,11271.0,11381.0,11752.0,12285.0,11424.0,8765.0
Pest Control,2.0,3.0,10.0,2.0,1.0,2.0,7.0,3.0,,1.0
Phoenix HA,7.0,26.0,14.0,2.0,,18.0,15.0,,,
Potholes,9448.0,15383.0,18677.0,21902.0,25227.0,26789.0,30739.0,35711.0,53958.0,96711.0
Property Damage,,15.0,12.0,14.0,13.0,12.0,22.0,15.0,14.0,18.0
Protected Trees,,1.0,,,,,1.0,,1.0,
Public Toilets,88.0,75.0,72.0,64.0,108.0,102.0,104.0,113.0,117.0,122.0
Recycling,414.0,158.0,130.0,50.0,34.0,24.0,7.0,116.0,18.0,1.0
Retaining Wall,15.0,12.0,4.0,5.0,2.0,4.0,7.0,4.0,,4.0
Right of Way,30.0,121.0,151.0,166.0,188.0,237.0,260.0,400.0,733.0,3260.0
Road Markings,107.0,195.0,196.0,254.0,398.0,383.0,427.0,542.0,1000.0,1762.0
Road Safety,,5.0,3.0,10.0,9.0,16.0,16.0,26.0,53.0,176.0
Road Surface Defects,577.0,1788.0,1351.0,2680.0,1750.0,2597.0,2119.0,2182.0,3850.0,5067.0
Road Works,66.0,110.0,131.0,149.0,140.0,162.0,180.0,238.0,618.0,550.0
Road/Pavement Defects,4556.0,2125.0,1333.0,762.0,577.0,601.0,683.0,412.0,256.0,109.0
Rubbish,11404.0,9224.0,5669.0,4693.0,4975.0,4380.0,4153.0,4037.0,3240.0,2809.0
Salt Bins,,,,3.0,,,2.0,2.0,10.0,8.0
Shopping Trolley,370.0,227.0,166.0,60.0,15.0,13.0,9.0,5.0,,
Sign or Marking,,,,1.0,1.0,1.0,,2.0,1.0,10.0
Skips,42.0,16.0,13.0,5.0,6.0,5.0,4.0,4.0,8.0,1.0
Spillage on Road,18.0,77.0,34.0,70.0,31.0,53.0,36.0,37.0,94.0,62.0
Street Cleaning,8665.0,9801.0,6683.0,6317.0,5427.0,5712.0,4613.0,4742.0,4387.0,3456.0
Street Furniture,487.0,315.0,211.0,170.0,138.0,203.0,171.0,187.0,195.0,138.0
Street Lights,6973.0,11997.0,13693.0,14712.0,16655.0,16664.0,17850.0,17418.0,16844.0,10904.0
Street Name Plates,410.0,660.0,778.0,804.0,954.0,945.0,881.0,954.0,972.0,860.0
Street Signs,2935.0,3005.0,2844.0,2702.0,3138.0,3329.0,3809.0,4349.0,5891.0,7607.0
To Let Signs,17.0,2.0,1.0,2.0,,1.0,,,,
Trade Waste,102.0,96.0,34.0,13.0,1.0,5.0,7.0,,,
Traffic Lights,1672.0,1762.0,1784.0,1815.0,1987.0,2292.0,2359.0,2298.0,1787.0,1040.0
Trees and Hedges RoW,16.0,32.0,49.0,112.0,101.0,126.0,122.0,121.0,240.0,253.0
Trees on RoW,1.0,43.0,48.0,95.0,86.0,65.0,52.0,89.0,57.0,74.0
Trenches,1.0,,,,,,,,,
Trip Hazard,10.0,57.0,44.0,109.0,199.0,137.0,255.0,196.0,236.0,376.0
Untaxed Vehcile,57.0,25.0,10.0,14.0,9.0,13.0,3.0,8.0,2.0,
Utility Works,57.0,125.0,95.0,138.0,80.0,133.0,104.0,103.0,242.0,170.0
Vehicle Access,,,2.0,4.0,1.0,5.0,3.0,3.0,5.0,8.0
Verge Damage,,2.0,11.0,12.0,15.0,13.0,25.0,22.0,31.0,59.0
Zebra Crossing,11.0,1.0,1.0,1.0,4.0,8.0,9.0,5.0,11.0,2.0
