SHEF_A,1,2,3,4,5,6,7,8,9,10
Potholes,10848.0,12057.0,13598.0,14732.0,16550.0,20150.0,23156.0,29109.0,38855.0,51567.0
Property Damage,3.0,9.0,3.0,8.0,13.0,10.0,14.0,15.0,23.0,37.0
Protected Trees,,,,,,,1.0,,,2.0
Public Toilets,50.0,48.0,76.0,58.0,86.0,71.0,65.0,71.0,85.0,92.0
Recycling,90.0,202.0,88.0,86.0,87.0,53.0,94.0,51.0,56.0,1.0
Retaining Wall,8.0,10.0,5.0,4.0,3.0,5.0,2.0,10.0,7.0,3.0
Right of Way,81.0,126.0,220.0,235.0,570.0,755.0,826.0,715.0,893.0,1043.0
Road Markings,65.0,75.0,172.0,181.0,199.0,335.0,348.0,478.0,576.0,987.0
Road Safety,2.0,,2.0,11.0,11.0,11.0,15.0,16.0,13.0,8.0
Road Surface Defects,260.0,336.0,493.0,666.0,1002.0,989.0,1439.0,2145.0,3244.0,8830.0
Road Works,11.0,20.0,35.0,29.0,33.0,63.0,64.0,185.0,173.0,264.0
Road/Pavement Defects,34.0,213.0,660.0,923.0,1378.0,1353.0,1142.0,1305.0,1218.0,1496.0
Rubbish,4898.0,5362.0,5182.0,4818.0,4458.0,4059.0,3320.0,2800.0,2409.0,2879.0
Salt Bins,,,,,,,1.0,7.0,4.0,12.0
Shopping Trolley,49.0,141.0,88.0,191.0,173.0,151.0,32.0,32.0,8.0,
Sign or Marking,,,,,,1.0,4.0,,6.0,5.0
Skips,1.0,3.0,4.0,15.0,8.0,10.0,11.0,10.0,22.0,10.0
Spillage on Road,1.0,5.0,7.0,8.0,24.0,33.0,38.0,41.0,43.0,130.0
Street Cleaning,3855.0,4211.0,5002.0,4815.0,4525.0,4631.0,5638.0,5191.0,5437.0,7428.0
Street Furniture,19.0,48.0,81.0,110.0,125.0,141.0,147.0,154.0,142.0,151.0
Street Lights,7443.0,8084.0,8205.0,8584.0,8804.0,9311.0,9583.0,10815.0,11888.0,16159.0
Street Name Plates,356.0,447.0,510.0,514.0,559.0,533.0,563.0,585.0,674.0,862.0
Street Signs,1507.0,1863.0,2311.0,2369.0,2433.0,2626.0,3034.0,3438.0,4267.0,6296.0
To Let Signs,1.0,2.0,2.0,16.0,1.0,1.0,,,,
Trade Waste,2.0,5.0,29.0,46.0,49.0,74.0,17.0,20.0,16.0,
Traffic Lights,1506.0,1340.0,1521.0,1433.0,1403.0,1196.0,1117.0,1186.0,1396.0,1634.0
Trees and Hedges RoW,7.0,32.0,53.0,104.0,91.0,147.0,188.0,189.0,193.0,168.0
Trees on RoW,,13.0,11.0,40.0,38.0,48.0,86.0,62.0,129.0,183.0
Trip Hazard,63.0,36.0,49.0,56.0,100.0,116.0,81.0,95.0,53.0,25.0
Untaxed Vehcile,,1.0,2.0,16.0,27.0,19.0,9.0,13.0,15.0,8.0
Utility Works,18.0,38.0,38.0,36.0,36.0,69.0,69.0,66.0,103.0,141.0
Vehicle Access,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,5.0
Zebra Crossing,,,2.0,,,4.0,1.0,,,
