SHEF_A,1,2,3,4,5,6,7,8,9,10
Dumped Rubbish,106.0,865.0,1164.0,2591.0,1916.0,1557.0,1620.0,1409.0,823.0,188.0
Environmental Health,5.0,6.0,7.0,3.0,8.0,3.0,9.0,7.0,3.0,4.0
Fallen/Dangerous Trees,2689.0,2941.0,3193.0,2766.0,2920.0,3072.0,3006.0,2894.0,3111.0,3168.0
Fences,29.0,31.0,26.0,29.0,15.0,28.0,10.0,28.0,17.0,23.0
Flooding,871.0,923.0,612.0,350.0,394.0,378.0,328.0,305.0,293.0,327.0
Floral displays,,3.0,1.0,7.0,10.0,6.0,8.0,5.0,6.0,3.0
Fly-tipping,27041.0,32870.0,36617.0,29624.0,30697.0,22771.0,20195.0,14827.0,12207.0,9557.0
Flyposting,734.0,703.0,732.0,776.0,643.0,502.0,493.0,528.0,437.0,454.0
Garden Waste,106.0,694.0,945.0,483.0,594.0,233.0,161.0,84.0,32.0,
Gates/Stiles RoW,20.0,15.0,23.0,9.0,9.0,3.0,1.0,3.0,4.0,8.0
General Highways Enquiries,78.0,154.0,283.0,302.0,419.0,666.0,510.0,455.0,216.0,44.0
Graffiti,3634.0,4448.0,4888.0,4442.0,4336.0,3431.0,3767.0,2456.0,2298.0,1996.0
Grass/Weed Control,518.0,607.0,489.0,450.0,563.0,583.0,818.0,793.0,953.0,732.0
Grids and Drains,15.0,52.0,20.0,30.0,11.0,4.0,15.0,10.0,4.0,31.0
Grit Bins,55.0,48.0,25.0,8.0,18.0,13.0,14.0,10.0,17.0,13.0
Gritting,7.0,4.0,16.0,9.0,14.0,12.0,13.0,14.0,7.0,
Grounds Maintenance,4.0,,2.0,6.0,3.0,1.0,,2.0,8.0,8.0
Gullies,385.0,534.0,423.0,220.0,198.0,306.0,285.0,204.0,156.0,102.0
Gully/Manhole Defects,106.0,139.0,116.0,170.0,94.0,87.0,85.0,88.0,27.0,40.0
Highway Condition,15626.0,16164.0,14337.0,11883.0,11190.0,11307.0,11333.0,10387.0,9346.0,8980.0
Highway Drainage,28.0,56.0,10.0,11.0,23.0,18.0,16.0,7.0,22.0,20.0
Ice & Snow,19.0,17.0,6.0,7.0,6.0,6.0,10.0,8.0,7.0,5.0
Leafing,13.0,40.0,41.0,90.0,99.0,90.0,75.0,56.0,61.0,26.0
Lewisham Homes,24.0,54.0,81.0,89.0,134.0,18.0,240.0,15.0,86.0,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,322.0,409.0,923.0,763.0,735.0,811.0,533.0,447.0,254.0,129.0
Manhole Covers,613.0,583.0,433.0,368.0,354.0,396.0,413.0,352.0,360.0,298.0
Manhole Defects,39.0,8.0,24.0,23.0,26.0,31.0,24.0,11.0,9.0,2.0
Missed Bin Collection,99.0,361.0,584.0,403.0,467.0,164.0,195.0,91.0,82.0,
Noise,10.0,18.0,18.0,18.0,18.0,3.0,5.0,3.0,6.0,4.0
Obstruction,694.0,1084.0,747.0,707.0,683.0,868.0,597.0,539.0,411.0,414.0
Open Spaces/Parks,1516.0,2239.0,2210.0,2684.0,2540.0,2393.0,2578.0,2275.0,2241.0,2570.0
Other,11376.0,11911.0,10996.0,9455.0,9513.0,9661.0,9628.0,8640.0,8028.0,8104.0
Overgrown Vegetation,1454.0,1572.0,1433.0,1351.0,1734.0,1911.0,1929.0,1671.0,1862.0,1358.0
Parking,4525.0,5461.0,5300.0,5235.0,4806.0,4363.0,4345.0,4400.0,4077.0,3714.0
Pavement /Footway Defects,9522.0,10202.0,10315.0,9672.0,9502.0,10092.0,10496.0,9772.0,9165.0,9547.0
Pest Control,,2.0,8.0,1.0,13.0,3.0,1.0,2.0,1.0,
Phoenix HA,,2.0,10.0,17.0,33.0,2.0,15.0,3.0,,
Potholes,44109.0,37244.0,30090.0,25939.0,25533.0,26548.0,27350.0,27158.0,24398.0,22587.0
Property Damage,10.0,13.0,13.0,3.0,18.0,15.0,13.0,20.0,20.0,10.0
Protected Trees,,,,,1.0,,,2.0,,
Public Toilets,119.0,120.0,98.0,109.0,87.0,92.0,61.0,52.0,64.0,50.0
Recycling,170.0,182.0,138.0,85.0,86.0,31.0,138.0,79.0,28.0,15.0
Retaining Wall,1.0,13.0,18.0,5.0,4.0,10.0,2.0,,4.0,
Right of Way,2023.0,955.0,507.0,386.0,321.0,304.0,225.0,284.0,279.0,262.0
Road Markings,729.0,883.0,526.0,405.0,423.0,442.0,417.0,491.0,450.0,498.0
Road Safety,52.0,71.0,22.0,26.0,29.0,22.0,20.0,13.0,26.0,33.0
Road Surface Defects,2078.0,2461.0,1941.0,2368.0,2346.0,2161.0,3023.0,2763.0,3023.0,1797.0
Road Works,437.0,343.0,300.0,256.0,226.0,200.0,137.0,185.0,113.0,147.0
Road/Pavement Defects,369.0,927.0,1509.0,1921.0,1743.0,1785.0,1378.0,1045.0,572.0,165.0
Rubbish,6604.0,6795.0,6369.0,5309.0,4673.0,3856.0,3899.0,3239.0,2782.0,2951.0
Salt Bins,3.0,6.0,,2.0,1.0,1.0,4.0,2.0,5.0,1.0
Shopping Trolley,89.0,177.0,184.0,139.0,121.0,21.0,56.0,22.0,56.0,
Sign or Marking,3.0,2.0,,1.0,2.0,5.0,,,3.0,
Skips,3.0,9.0,17.0,20.0,14.0,16.0,16.0,5.0,3.0,1.0
Spillage on Road,72.0,38.0,39.0,66.0,72.0,58.0,62.0,37.0,48.0,20.0
Street Cleaning,5032.0,6164.0,6681.0,7894.0,6609.0,5197.0,5463.0,4671.0,4547.0,3425.0
Street Furniture,216.0,217.0,275.0,300.0,309.0,312.0,247.0,147.0,110.0,82.0
Street Lights,10146.0,11324.0,11058.0,11076.0,11555.0,12077.0,13138.0,13710.0,14817.0,16366.0
Street Name Plates,617.0,731.0,733.0,636.0,746.0,753.0,791.0,794.0,882.0,857.0
Street Signs,4866.0,4227.0,4429.0,3628.0,3333.0,3494.0,3409.0,3289.0,2923.0,2643.0
To Let Signs,1.0,12.0,6.0,2.0,2.0,,,,,
Trade Waste,15.0,47.0,65.0,40.0,59.0,10.0,9.0,6.0,7.0,
Traffic Lights,2011.0,2253.0,2087.0,1859.0,1710.0,1539.0,1461.0,1446.0,1197.0,977.0
Trees and Hedges RoW,92.0,145.0,135.0,165.0,113.0,140.0,105.0,131.0,45.0,101.0
Trees on RoW,25.0,25.0,24.0,12.0,45.0,31.0,87.0,92.0,120.0,149.0
Trenches,,,,,1.0,,,,,
Trip Hazard,257.0,326.0,181.0,90.0,114.0,113.0,134.0,99.0,111.0,194.0
Untaxed Vehcile,2.0,16.0,12.0,24.0,21.0,27.0,18.0,8.0,11.0,2.0
Utility Works,212.0,216.0,160.0,166.0,116.0,127.0,100.0,57.0,64.0,29.0
Vehicle Access,9.0,5.0,,1.0,,4.0,3.0,,4.0,5.0
Verge Damage,23.0,13.0,30.0,17.0,16.0,39.0,21.0,9.0,10.0,12.0
Zebra Crossing,4.0,4.0,9.0,6.0,5.0,10.0,7.0,5.0,1.0,2.0
